docname;main;choice1;level1;choice2;level2;choice3;level3;docbagsize
075-038-000-000-1463738630;000-000;045-050;707;135-025;695;060-050;641;3797
075-038-000-000-1463738640;000-000;045-050;733;038-038;659;045-025;641;3965
075-038-000-000-1463738650;000-000;135-025;702;098-013;700;045-025;641;3399
075-038-000-000-1463738660;000-000;045-050;683;038-038;639;135-025;624;3468
075-038-000-000-1463738670;000-000;045-075;898;045-050;750;038-038;670;3951
075-038-000-000-1463738680;000-000;045-050;782;038-038;670;090-025;621;3713
075-038-000-000-1463738690;000-000;045-050;701;060-050;670;038-038;649;3963
075-038-000-000-1463738700;000-000;045-050;694;045-025;667;090-025;630;3625
075-038-000-000-1463738710;000-000;060-050;701;045-050;688;038-038;661;3967
075-038-000-000-1463738720;000-000;060-050;714;045-050;701;038-038;625;3478
075-038-000-000-1463738730;000-000;045-050;724;038-038;678;068-038;625;3239
075-038-000-000-1463738740;000-000;045-050;728;135-025;676;090-025;623;3887
075-038-000-000-1463738750;000-000;060-050;688;045-050;685;038-038;644;3232
075-038-000-000-1463738760;000-000;045-050;781;038-038;649;090-025;621;3473
075-038-000-000-1463738770;000-000;045-050;713;060-050;713;038-038;667;3962
075-038-000-000-1463738780;000-000;045-050;673;075-050;659;075-025;651;3633
075-038-000-000-1463738790;000-000;045-050;711;098-038;666;090-025;641;3791
075-038-000-000-1463738800;000-000;068-038;814;045-050;684;038-038;649;4046
075-038-000-000-1463738810;000-000;045-050;705;038-038;670;098-013;637;3089
075-038-000-000-1463738820;000-000;135-025;712;045-050;653;075-050;631;3550
075-038-000-000-1463738830;000-000;060-050;639;143-013;639;135-025;631;3325
075-038-000-000-1463738840;000-000;135-025;697;045-050;677;068-038;658;4062
075-038-000-000-1463738850;000-000;045-050;676;135-025;657;090-025;629;3478
075-038-000-000-1463738860;000-000;060-050;752;045-050;751;090-025;637;3550
075-038-000-000-1463738870;000-000;045-050;737;068-038;666;060-050;665;3790
075-038-000-000-1463738880;000-000;045-050;726;090-025;691;038-038;661;3633
075-038-000-000-1463738890;000-000;135-025;715;090-025;613;045-050;605;3330
075-038-000-000-1463738900;000-000;038-038;714;045-050;677;075-050;623;3388
075-038-000-000-1463738910;000-000;083-038;680;045-050;678;045-025;664;4139
075-038-000-000-1463738920;000-000;045-050;714;038-038;664;083-013;652;3960
075-038-000-000-1463738930;000-000;045-050;684;060-050;675;135-025;669;3964
075-038-000-000-1463738940;000-000;135-025;682;098-013;616;083-038;615;3643
075-038-000-000-1463738950;000-000;045-050;720;060-050;685;068-038;677;4314
075-038-000-000-1463738960;000-000;098-013;665;090-025;641;135-025;635;3480
075-038-000-000-1463738970;000-000;053-013;771;045-050;701;135-025;679;4401
075-038-000-000-1463738980;000-000;060-050;696;045-050;639;038-038;639;3638
075-038-000-000-1463738990;000-000;045-050;744;135-025;668;038-038;631;3969
075-038-000-000-1463739000;000-000;090-100;962;075-025;835;068-013;751;2879
045-038-000-000-1463738340;000-000;068-038;1107;053-013;747;045-050;690;4283
045-038-000-000-1463738350;000-000;053-013;784;045-050;734;090-025;631;4119
045-038-000-000-1463738360;000-000;068-038;880;038-038;697;045-025;640;3433
045-038-000-000-1463738370;000-000;068-038;872;053-013;816;045-050;734;4468
045-038-000-000-1463738380;000-000;045-075;772;053-013;736;068-038;692;4569
045-038-000-000-1463738390;000-000;045-050;707;038-038;691;053-038;630;3613
045-038-000-000-1463738400;000-000;045-050;768;068-038;679;023-038;647;3522
045-038-000-000-1463738410;000-000;068-038;952;045-050;794;120-050;678;3612
045-038-000-000-1463738420;000-000;068-038;827;045-050;793;023-038;687;3947
045-038-000-000-1463738430;000-000;045-050;738;135-025;655;053-013;651;3854
045-038-000-000-1463738440;000-000;068-038;909;045-050;784;053-013;763;4035
045-038-000-000-1463738450;000-000;053-013;790;045-050;734;045-025;707;4392
045-038-000-000-1463738460;000-000;053-013;711;045-050;710;045-025;682;4130
045-038-000-000-1463738470;000-000;068-038;1181;045-050;718;038-038;669;3872
045-038-000-000-1463738480;000-000;045-050;742;038-038;639;053-013;631;3861
045-038-000-000-1463738490;000-000;068-038;726;045-075;697;045-050;662;3776
045-038-000-000-1463738500;000-000;045-050;764;023-038;685;068-038;668;3857
045-038-000-000-1463738510;000-000;068-038;813;053-013;807;045-050;701;4289
045-038-000-000-1463738520;000-000;053-013;803;045-050;776;045-025;677;3944
045-038-000-000-1463738530;000-000;068-038;848;045-050;730;038-038;641;3848
045-038-000-000-1463738540;000-000;045-050;747;023-038;676;075-025;648;3779
045-038-000-000-1463738550;000-000;068-038;817;045-050;728;045-025;668;3867
045-038-000-000-1463738560;000-000;068-038;877;045-050;730;053-013;653;3950
045-038-000-000-1463738570;000-000;068-038;785;045-050;717;038-038;691;4199
045-038-000-000-1463738580;000-000;045-050;745;023-038;728;068-038;662;4123
045-038-000-000-1463738590;000-000;068-038;878;045-075;778;135-025;680;4195
045-038-000-000-1463738600;000-000;068-038;887;045-050;736;038-038;640;3694
045-038-000-000-1463738610;000-000;068-038;893;045-050;702;038-038;675;3770
045-038-000-000-1463738620;000-000;053-013;833;045-050;741;098-038;657;4116
045-038-000-000-1463738630;000-000;045-050;728;038-038;672;090-025;615;3619
045-038-000-000-1463738640;000-000;068-038;849;045-050;717;023-038;690;4216
045-038-000-000-1463738650;000-000;045-050;735;045-025;713;023-038;700;3776
045-038-000-000-1463738660;000-000;068-038;783;045-050;727;023-038;661;3866
045-038-000-000-1463738670;000-000;068-038;868;045-075;709;045-050;681;4291
045-038-000-000-1463738680;000-000;045-050;786;053-013;722;038-038;650;3943
045-038-000-000-1463738690;000-000;045-050;748;023-038;672;068-038;649;3867
045-038-000-000-1463738700;000-000;053-013;715;045-050;689;023-038;669;4209
045-038-000-000-1463738710;000-000;038-038;682;045-050;663;023-038;622;3614
045-038-000-000-1463738720;000-000;068-038;806;053-013;757;045-050;736;4289
045-038-000-000-1463738730;000-000;053-013;977;045-050;731;075-075;700;4033
045-038-000-000-1463738740;000-000;068-038;771;045-050;712;023-038;680;4123
045-038-000-000-1463738750;000-000;068-038;824;045-050;766;045-025;715;3855
045-038-000-000-1463738760;000-000;045-050;669;038-038;647;143-013;579;3544
045-038-000-000-1463738770;000-000;045-050;703;045-075;652;068-038;652;3953
045-038-000-000-1463738780;000-000;053-013;851;068-038;840;045-050;746;4473
045-038-000-000-1463738790;000-000;068-038;771;045-050;749;023-038;688;3860
045-038-000-000-1463738800;000-000;053-013;964;045-075;779;045-050;719;4649
045-038-000-000-1463738810;000-000;053-013;862;045-050;708;068-038;706;3958
045-038-000-000-1463738820;000-000;068-038;1069;045-050;713;053-013;672;4039
045-038-000-000-1463738830;000-000;068-038;884;053-013;761;045-050;703;4386
045-038-000-000-1463738840;000-000;045-050;696;135-025;643;038-038;635;3791
045-038-000-000-1463738850;000-000;068-038;868;038-038;662;120-050;661;4288
045-038-000-000-1463738860;000-000;075-075;725;045-050;670;038-038;661;3616
045-038-000-000-1463738870;000-000;045-050;654;038-038;649;090-025;634;3074
045-038-000-000-1463738880;000-000;045-050;790;068-038;751;023-038;706;3688
045-038-000-000-1463738890;000-000;045-050;725;038-038;645;045-025;636;3456
045-038-000-000-1463738900;000-000;068-038;1091;045-050;687;053-013;680;4289
045-038-000-000-1463738910;000-000;045-050;728;038-038;658;098-038;654;3772
045-038-000-000-1463738920;000-000;068-038;1030;045-050;759;053-013;750;4351
045-038-000-000-1463738930;000-000;045-050;784;068-038;705;038-038;620;3707
045-038-000-000-1463738940;000-000;053-013;854;068-038;813;045-050;738;4377
045-038-000-000-1463738950;000-000;053-013;754;075-025;710;053-038;703;4373
045-038-000-000-1463738960;000-000;045-050;724;053-013;645;023-038;644;3948
045-038-000-000-1463738970;000-000;045-050;812;120-050;695;098-038;684;3941
045-038-000-000-1463738980;000-000;045-050;726;038-038;677;045-025;672;3784
045-038-000-000-1463738990;000-000;068-038;1241;045-050;703;038-038;657;4027
045-038-000-000-1463739000;000-000;075-075;2153;030-100;819;030-000;776;205
015-038-000-000-1463738340;000-000;015-025;737;038-038;686;045-050;671;3080
015-038-000-000-1463738350;000-000;038-038;708;015-025;707;030-025;619;3239
015-038-000-000-1463738360;000-000;015-025;743;030-025;677;015-050;672;3074
015-038-000-000-1463738370;000-000;045-050;750;015-025;750;015-050;678;2644
015-038-000-000-1463738380;000-000;045-050;708;038-038;677;015-025;674;3627
015-038-000-000-1463738390;000-000;023-038;751;030-025;687;015-025;651;3788
015-038-000-000-1463738400;000-000;023-038;731;015-025;704;030-025;661;3621
015-038-000-000-1463738410;000-000;015-050;804;000-050;684;038-038;661;2851
015-038-000-000-1463738420;000-000;023-038;968;000-050;845;038-038;688;3698
015-038-000-000-1463738430;000-000;068-038;840;023-038;793;015-050;680;3701
015-038-000-000-1463738440;000-000;015-025;777;015-050;698;045-000;644;3147
015-038-000-000-1463738450;000-000;015-025;790;045-050;675;038-038;619;2781
015-038-000-000-1463738460;000-000;038-013;711;015-050;681;045-025;664;3389
015-038-000-000-1463738470;000-000;015-025;725;045-050;713;038-038;697;3296
015-038-000-000-1463738480;000-000;015-025;857;045-050;738;015-050;700;2420
015-038-000-000-1463738490;000-000;015-025;727;068-038;677;038-038;661;3166
015-038-000-000-1463738500;000-000;023-038;742;015-050;710;143-013;630;3383
015-038-000-000-1463738510;000-000;015-025;764;023-038;705;030-025;642;3224
015-038-000-000-1463738520;000-000;015-025;677;030-100;637;045-000;628;3061
015-038-000-000-1463738530;000-000;015-050;757;015-025;725;045-000;710;3012
015-038-000-000-1463738540;000-000;015-025;776;015-050;698;038-038;681;2793
015-038-000-000-1463738550;000-000;000-050;854;015-025;763;038-038;670;3205
015-038-000-000-1463738560;000-000;015-025;775;045-000;715;135-025;669;2990
015-038-000-000-1463738570;000-000;015-025;693;045-050;621;143-013;610;2505
015-038-000-000-1463738580;000-000;015-050;732;000-050;723;038-038;685;3303
015-038-000-000-1463738590;000-000;015-025;711;015-050;691;045-000;670;3392
015-038-000-000-1463738600;000-000;045-050;707;015-025;700;038-038;694;3461
015-038-000-000-1463738610;000-000;038-038;702;045-050;685;015-025;675;2993
015-038-000-000-1463738620;000-000;015-025;790;015-050;766;045-000;648;2936
015-038-000-000-1463738630;000-000;015-025;673;015-050;667;038-038;637;3637
015-038-000-000-1463738640;000-000;015-025;908;015-050;692;045-050;643;2628
015-038-000-000-1463738650;000-000;015-025;779;030-025;705;015-050;668;2852
015-038-000-000-1463738660;000-000;000-050;946;015-025;700;045-050;690;2832
015-038-000-000-1463738670;000-000;068-038;855;015-050;738;023-038;719;3291
015-038-000-000-1463738680;000-000;015-050;716;000-050;700;038-038;662;3309
015-038-000-000-1463738690;000-000;015-025;825;000-050;756;045-050;676;2909
015-038-000-000-1463738700;000-000;015-025;864;045-050;709;015-050;676;2621
015-038-000-000-1463738710;000-000;015-050;773;038-038;711;015-025;624;3013
015-038-000-000-1463738720;000-000;068-038;812;015-025;808;045-050;686;2989
015-038-000-000-1463738730;000-000;023-038;869;068-038;821;038-038;701;3958
015-038-000-000-1463738740;000-000;090-025;613;165-050;606;098-013;600;1969
015-038-000-000-1463738750;000-000;030-025;716;015-025;715;045-050;657;3542
015-038-000-000-1463738760;000-000;015-025;719;015-050;686;030-025;651;3396
015-038-000-000-1463738770;000-000;068-038;880;015-025;704;045-000;670;3068
015-038-000-000-1463738780;000-000;015-025;843;045-050;726;015-050;635;2490
015-038-000-000-1463738790;000-000;015-050;723;045-000;677;143-013;606;2740
015-038-000-000-1463738800;000-000;023-038;821;143-013;644;000-050;617;3127
015-038-000-000-1463738810;000-000;015-025;828;015-050;663;030-025;648;2936
015-038-000-000-1463738820;000-000;068-038;764;023-038;742;015-025;707;2541
015-038-000-000-1463738830;000-000;015-025;834;023-038;740;045-050;619;2901
015-038-000-000-1463738840;000-000;015-025;869;045-000;709;015-050;651;2779
015-038-000-000-1463738850;000-000;045-050;777;045-000;646;038-038;644;3238
015-038-000-000-1463738860;000-000;015-025;785;038-038;608;015-050;579;2495
015-038-000-000-1463738870;000-000;015-050;743;000-050;680;038-038;661;3083
015-038-000-000-1463738880;000-000;015-025;870;015-050;640;045-050;627;2701
015-038-000-000-1463738890;000-000;015-025;725;023-038;702;015-050;635;3385
015-038-000-000-1463738900;000-000;015-050;826;015-025;804;045-000;739;2717
015-038-000-000-1463738910;000-000;015-050;808;000-050;679;015-025;670;2790
015-038-000-000-1463738920;000-000;015-025;805;045-000;656;045-050;638;2988
015-038-000-000-1463738930;000-000;015-025;779;135-025;641;090-025;639;3170
015-038-000-000-1463738940;000-000;015-025;752;015-050;696;075-050;650;2802
015-038-000-000-1463738950;000-000;015-050;665;023-038;656;015-025;624;3016
015-038-000-000-1463738960;000-000;015-025;761;045-050;721;038-038;660;3212
015-038-000-000-1463738970;000-000;015-025;697;015-050;629;143-013;601;2499
015-038-000-000-1463738980;000-000;068-038;942;015-050;721;045-000;657;3237
015-038-000-000-1463738990;000-000;015-025;879;015-050;687;045-050;646;2711
015-038-000-000-1463739000;000-000;068-038;1732;045-000;818;045-050;716;2046
120-038-000-000-1463738340;000-000;135-025;788;090-025;671;128-013;661;3708
120-038-000-000-1463738350;000-000;135-025;826;113-038;659;090-025;646;3880
120-038-000-000-1463738360;000-000;135-025;864;113-038;673;128-038;657;3709
120-038-000-000-1463738370;000-000;105-025;793;135-050;737;135-025;716;4215
120-038-000-000-1463738380;000-000;135-025;831;113-013;742;128-013;674;3464
120-038-000-000-1463738390;000-000;135-025;822;128-013;718;158-013;646;3308
120-038-000-000-1463738400;000-000;135-025;902;150-025;654;113-013;645;3150
120-038-000-000-1463738410;000-000;135-025;847;128-013;690;090-025;642;3233
120-038-000-000-1463738420;000-000;135-025;837;090-025;667;128-013;659;3799
120-038-000-000-1463738430;000-000;135-025;923;090-025;670;150-025;634;2859
120-038-000-000-1463738440;000-000;135-025;787;113-013;715;128-013;709;3789
120-038-000-000-1463738450;000-000;135-025;754;075-025;666;090-025;665;3799
120-038-000-000-1463738460;000-000;135-025;813;128-013;668;090-025;657;3481
120-038-000-000-1463738470;000-000;135-025;749;120-025;669;128-013;668;3871
120-038-000-000-1463738480;000-000;135-025;795;090-025;708;113-013;675;3550
120-038-000-000-1463738490;000-000;135-025;841;075-025;755;120-025;712;3542
120-038-000-000-1463738500;000-000;135-025;799;128-013;727;165-050;667;3387
120-038-000-000-1463738510;000-000;135-025;769;105-025;655;090-025;632;3549
120-038-000-000-1463738520;000-000;135-025;760;120-025;697;158-013;636;4037
120-038-000-000-1463738530;000-000;135-025;805;090-025;682;150-025;664;3625
120-038-000-000-1463738540;000-000;135-025;791;075-025;745;128-013;692;4042
120-038-000-000-1463738550;000-000;135-025;746;105-025;743;128-038;705;4310
120-038-000-000-1463738560;000-000;135-025;791;128-013;700;105-025;606;3544
120-038-000-000-1463738570;000-000;135-025;769;128-013;671;113-013;651;4134
120-038-000-000-1463738580;000-000;135-025;740;105-025;734;128-013;682;4134
120-038-000-000-1463738590;000-000;135-025;754;113-013;723;165-050;683;4213
120-038-000-000-1463738600;000-000;135-025;827;075-025;670;128-013;647;3533
120-038-000-000-1463738610;000-000;135-025;811;105-025;708;075-025;673;3763
120-038-000-000-1463738620;000-000;135-025;879;150-025;709;165-050;678;3384
120-038-000-000-1463738630;000-000;135-025;810;128-013;645;090-025;634;3549
120-038-000-000-1463738640;000-000;135-025;769;090-025;710;113-013;705;3300
120-038-000-000-1463738650;000-000;135-025;776;105-025;730;128-013;636;3711
120-038-000-000-1463738660;000-000;135-025;841;165-050;735;150-025;713;3451
120-038-000-000-1463738670;000-000;135-025;839;113-038;659;128-013;651;3465
120-038-000-000-1463738680;000-000;135-025;933;090-025;660;113-013;641;3008
120-038-000-000-1463738690;000-000;135-025;801;090-025;705;150-025;667;3159
120-038-000-000-1463738700;000-000;135-025;802;090-025;680;075-050;649;3633
120-038-000-000-1463738710;000-000;135-025;779;120-025;737;165-050;682;3707
120-038-000-000-1463738720;000-000;135-025;775;128-038;693;128-013;685;3625
120-038-000-000-1463738730;000-000;135-025;813;120-025;706;128-013;689;3543
120-038-000-000-1463738740;000-000;135-025;829;105-025;644;075-050;637;3464
120-038-000-000-1463738750;000-000;135-025;760;128-013;685;113-038;666;3883
120-038-000-000-1463738760;000-000;135-025;736;075-025;699;075-050;652;4035
120-038-000-000-1463738770;000-000;135-025;779;090-025;672;120-025;668;3392
120-038-000-000-1463738780;000-000;135-025;875;128-013;635;105-050;597;3161
120-038-000-000-1463738790;000-000;135-025;804;165-050;657;090-025;628;3549
120-038-000-000-1463738800;000-000;135-025;816;120-025;724;165-050;673;3387
120-038-000-000-1463738810;000-000;135-025;811;075-050;681;105-050;606;3472
120-038-000-000-1463738820;000-000;135-025;754;090-025;691;045-050;613;3639
120-038-000-000-1463738830;000-000;135-025;760;090-025;672;075-050;653;3376
120-038-000-000-1463738840;000-000;135-025;850;128-013;645;165-050;631;3311
120-038-000-000-1463738850;000-000;135-025;854;090-025;631;128-013;608;3156
120-038-000-000-1463738860;000-000;135-025;710;075-025;702;105-025;676;3957
120-038-000-000-1463738870;000-000;135-025;755;038-013;646;075-025;635;3635
120-038-000-000-1463738880;000-000;135-025;814;075-050;674;128-013;648;3638
120-038-000-000-1463738890;000-000;135-025;767;090-025;699;165-050;642;3560
120-038-000-000-1463738900;000-000;135-025;791;090-025;691;128-013;649;3554
120-038-000-000-1463738910;000-000;135-025;838;165-050;701;158-013;691;3787
120-038-000-000-1463738920;000-000;165-050;760;105-025;728;135-025;723;4122
120-038-000-000-1463738930;000-000;135-025;727;158-013;695;165-050;668;4369
120-038-000-000-1463738940;000-000;135-025;751;128-013;705;090-025;666;3713
120-038-000-000-1463738950;000-000;135-025;833;128-013;635;158-013;616;3389
120-038-000-000-1463738960;000-000;105-025;745;135-025;743;113-013;716;4035
120-038-000-000-1463738970;000-000;135-025;745;158-013;717;135-050;713;3617
120-038-000-000-1463738980;000-000;098-038;716;075-025;682;135-025;682;3531
120-038-000-000-1463738990;000-000;113-013;770;135-025;715;128-013;695;4128
120-038-000-000-1463739000;000-000;090-100;807;128-013;663;150-100;662;1945
090-038-000-000-1463738340;000-000;135-025;776;128-038;727;098-038;651;3703
090-038-000-000-1463738350;000-000;135-025;731;060-050;631;045-050;616;3802
090-038-000-000-1463738360;000-000;135-025;688;060-050;646;045-050;603;3881
090-038-000-000-1463738370;000-000;128-038;733;135-025;714;045-050;689;3963
090-038-000-000-1463738380;000-000;135-025;735;113-038;633;128-038;628;4139
090-038-000-000-1463738390;000-000;135-025;726;045-050;658;060-050;654;3966
090-038-000-000-1463738400;000-000;135-025;698;060-050;680;098-038;679;4048
090-038-000-000-1463738410;000-000;135-025;766;060-050;699;113-038;628;3633
090-038-000-000-1463738420;000-000;075-025;733;135-025;671;098-038;658;4305
090-038-000-000-1463738430;000-000;098-038;773;068-038;747;090-100;693;4126
090-038-000-000-1463738440;000-000;120-050;789;135-025;774;128-038;665;3961
090-038-000-000-1463738450;000-000;090-100;772;075-025;699;128-038;668;3360
090-038-000-000-1463738460;000-000;098-038;768;135-025;720;060-050;684;3792
090-038-000-000-1463738470;000-000;135-025;744;060-050;650;128-038;601;3637
090-038-000-000-1463738480;000-000;098-038;749;135-025;730;045-050;728;3629
090-038-000-000-1463738490;000-000;135-025;710;128-038;690;113-038;656;3971
090-038-000-000-1463738500;000-000;090-100;800;098-038;782;135-025;744;3541
090-038-000-000-1463738510;000-000;068-038;844;135-025;728;075-025;654;4394
090-038-000-000-1463738520;000-000;135-025;810;113-038;667;128-038;620;3803
090-038-000-000-1463738530;000-000;128-038;804;098-038;774;135-025;738;4035
090-038-000-000-1463738540;000-000;135-025;770;113-038;662;128-038;661;3971
090-038-000-000-1463738550;000-000;135-025;747;113-038;672;090-100;627;3473
090-038-000-000-1463738560;000-000;135-025;749;113-038;728;098-038;722;3947
090-038-000-000-1463738570;000-000;098-038;729;045-050;717;135-025;692;4223
090-038-000-000-1463738580;000-000;090-100;735;075-050;679;060-050;664;3395
090-038-000-000-1463738590;000-000;135-025;740;090-100;734;128-038;712;4058
090-038-000-000-1463738600;000-000;135-025;814;075-025;653;045-050;645;3457
090-038-000-000-1463738610;000-000;090-100;747;135-025;713;098-038;695;3971
090-038-000-000-1463738620;000-000;128-038;741;135-025;736;113-038;677;4055
090-038-000-000-1463738630;000-000;135-025;782;045-050;665;128-038;659;3557
090-038-000-000-1463738640;000-000;135-025;749;075-025;691;128-038;689;3626
090-038-000-000-1463738650;000-000;135-025;755;045-050;641;113-038;627;3713
090-038-000-000-1463738660;000-000;075-025;813;135-025;707;045-050;664;3869
090-038-000-000-1463738670;000-000;060-050;758;135-025;710;128-038;674;3619
090-038-000-000-1463738680;000-000;075-025;915;098-038;673;045-050;665;3448
090-038-000-000-1463738690;000-000;060-050;719;135-025;685;128-038;636;3310
090-038-000-000-1463738700;000-000;090-100;810;135-025;670;060-050;667;3637
090-038-000-000-1463738710;000-000;060-050;755;075-050;651;135-025;648;3394
090-038-000-000-1463738720;000-000;135-025;714;098-038;697;045-050;695;3956
090-038-000-000-1463738730;000-000;135-025;708;045-050;672;128-038;665;4395
090-038-000-000-1463738740;000-000;075-025;944;098-038;757;090-100;701;3944
090-038-000-000-1463738750;000-000;135-025;764;098-038;694;045-050;692;3785
090-038-000-000-1463738760;000-000;075-025;696;135-025;694;060-050;648;4126
090-038-000-000-1463738770;000-000;128-038;748;135-025;712;113-038;630;4052
090-038-000-000-1463738780;000-000;135-025;797;128-038;629;128-013;625;3716
090-038-000-000-1463738790;000-000;135-025;738;060-050;670;045-050;666;3790
090-038-000-000-1463738800;000-000;075-025;1067;098-038;680;135-025;675;2592
090-038-000-000-1463738810;000-000;098-038;949;045-050;762;075-025;710;3585
090-038-000-000-1463738820;000-000;060-050;718;135-025;691;075-025;644;3961
090-038-000-000-1463738830;000-000;075-025;762;098-038;744;128-038;736;4185
090-038-000-000-1463738840;000-000;135-025;705;060-050;697;075-025;683;3698
090-038-000-000-1463738850;000-000;128-038;748;135-025;730;090-100;700;4054
090-038-000-000-1463738860;000-000;135-025;766;128-038;723;045-050;636;3631
090-038-000-000-1463738870;000-000;135-025;770;128-038;723;098-038;701;3706
090-038-000-000-1463738880;000-000;135-025;728;113-038;685;098-038;683;3966
090-038-000-000-1463738890;000-000;090-100;755;135-025;670;045-050;653;3710
090-038-000-000-1463738900;000-000;045-050;718;060-050;663;098-038;653;3626
090-038-000-000-1463738910;000-000;090-100;846;135-025;730;060-050;648;3458
090-038-000-000-1463738920;000-000;090-100;727;135-025;712;075-025;694;4053
090-038-000-000-1463738930;000-000;060-050;780;135-025;736;075-050;603;3462
090-038-000-000-1463738940;000-000;135-025;724;128-038;671;113-038;617;3960
090-038-000-000-1463738950;000-000;135-025;680;045-050;665;128-038;620;3231
090-038-000-000-1463738960;000-000;098-038;797;075-025;733;060-050;679;4299
090-038-000-000-1463738970;000-000;135-025;751;128-038;669;113-038;657;3716
090-038-000-000-1463738980;000-000;060-050;700;045-050;662;075-025;654;3541
090-038-000-000-1463738990;000-000;135-025;697;045-050;675;128-038;654;3552
090-038-000-000-1463739000;000-000;105-075;2810;030-100;1058;090-100;1057;808
030-038-000-000-1463738340;000-000;045-050;712;038-038;676;053-038;647;4119
030-038-000-000-1463738350;000-000;075-025;721;045-050;712;023-038;703;3996
030-038-000-000-1463738360;000-000;045-050;692;038-038;682;015-025;638;3517
030-038-000-000-1463738370;000-000;000-050;761;045-050;744;038-038;687;3935
030-038-000-000-1463738380;000-000;045-050;730;038-038;710;053-038;634;3949
030-038-000-000-1463738390;000-000;045-050;711;023-038;668;030-050;646;4362
030-038-000-000-1463738400;000-000;045-050;758;038-038;658;045-025;630;3683
030-038-000-000-1463738410;000-000;045-050;802;045-025;660;038-038;641;3866
030-038-000-000-1463738420;000-000;045-050;742;000-050;702;038-038;666;4281
030-038-000-000-1463738430;000-000;045-050;749;015-025;670;038-038;655;3527
030-038-000-000-1463738440;000-000;000-050;785;045-050;743;038-038;701;3842
030-038-000-000-1463738450;000-000;000-050;737;045-050;719;023-013;705;4454
030-038-000-000-1463738460;000-000;045-050;788;038-038;672;053-038;634;3516
030-038-000-000-1463738470;000-000;038-038;728;015-025;674;045-050;671;3526
030-038-000-000-1463738480;000-000;045-050;791;038-038;685;015-025;632;3375
030-038-000-000-1463738490;000-000;045-050;768;038-038;686;015-025;662;3452
030-038-000-000-1463738500;000-000;045-050;692;045-025;666;023-013;659;4130
030-038-000-000-1463738510;000-000;045-050;699;090-025;669;038-038;661;4021
030-038-000-000-1463738520;000-000;045-050;742;038-038;651;045-025;632;3949
030-038-000-000-1463738530;000-000;045-050;742;038-038;726;015-025;671;3773
030-038-000-000-1463738540;000-000;000-050;758;038-038;718;045-050;716;3938
030-038-000-000-1463738550;000-000;045-050;787;038-038;658;015-025;652;3916
030-038-000-000-1463738560;000-000;045-050;765;015-075;714;135-025;665;3848
030-038-000-000-1463738570;000-000;023-038;766;000-050;749;023-013;742;4279
030-038-000-000-1463738580;000-000;038-038;685;045-050;685;045-025;630;4295
030-038-000-000-1463738590;000-000;045-050;810;038-038;690;045-025;662;3781
030-038-000-000-1463738600;000-000;045-050;749;030-100;631;038-038;616;3796
030-038-000-000-1463738610;000-000;045-050;754;038-038;707;015-025;640;3458
030-038-000-000-1463738620;000-000;045-050;748;030-100;698;015-025;686;3612
030-038-000-000-1463738630;000-000;045-050;792;038-038;677;090-025;617;3377
030-038-000-000-1463738640;000-000;023-013;783;030-100;780;000-050;727;3932
030-038-000-000-1463738650;000-000;038-038;736;045-050;698;015-025;666;3692
030-038-000-000-1463738660;000-000;045-050;816;038-038;660;090-025;635;3686
030-038-000-000-1463738670;000-000;000-050;737;045-050;714;038-038;655;4010
030-038-000-000-1463738680;000-000;045-075;784;045-050;668;030-050;650;4739
030-038-000-000-1463738690;000-000;038-038;694;045-050;643;135-025;600;4210
030-038-000-000-1463738700;000-000;000-050;719;045-050;713;053-038;710;4030
030-038-000-000-1463738710;000-000;000-050;721;045-050;696;053-038;677;4119
030-038-000-000-1463738720;000-000;000-050;755;045-050;731;015-025;682;3835
030-038-000-000-1463738730;000-000;045-050;746;053-038;716;000-050;704;4271
030-038-000-000-1463738740;000-000;045-050;679;023-038;671;038-038;669;4020
030-038-000-000-1463738750;000-000;000-050;772;045-050;737;053-038;666;3735
030-038-000-000-1463738760;000-000;000-050;803;023-013;751;045-050;728;3509
030-038-000-000-1463738770;000-000;045-050;765;038-038;687;015-025;653;3782
030-038-000-000-1463738780;000-000;038-038;649;060-050;645;045-050;618;3771
030-038-000-000-1463738790;000-000;045-050;796;105-050;652;015-050;644;3431
030-038-000-000-1463738800;000-000;023-038;875;053-013;697;045-025;678;4928
030-038-000-000-1463738810;000-000;023-038;994;000-050;788;038-038;686;4023
030-038-000-000-1463738820;000-000;053-013;776;045-050;745;045-025;703;4196
030-038-000-000-1463738830;000-000;045-050;742;038-038;689;015-025;646;3772
030-038-000-000-1463738840;000-000;045-050;714;038-038;649;045-025;639;3937
030-038-000-000-1463738850;000-000;045-050;714;038-038;665;030-050;637;4366
030-038-000-000-1463738860;000-000;000-050;753;038-038;700;045-050;689;3856
030-038-000-000-1463738870;000-000;038-038;748;045-050;747;015-025;645;3775
030-038-000-000-1463738880;000-000;038-038;712;015-025;637;045-050;624;3693
030-038-000-000-1463738890;000-000;045-050;745;038-038;646;045-025;616;4114
030-038-000-000-1463738900;000-000;045-050;760;038-038;722;015-025;633;3860
030-038-000-000-1463738910;000-000;045-050;753;038-038;694;105-050;624;3367
030-038-000-000-1463738920;000-000;038-038;702;045-050;697;015-025;644;3699
030-038-000-000-1463738930;000-000;045-050;768;038-038;653;015-025;633;3924
030-038-000-000-1463738940;000-000;045-050;687;038-038;680;015-050;653;3760
