docname;main;choice1;level1;choice2;level2;choice3;level3;docbagsize
075-038-000-000-1463738610;000-000;135-025;689;060-050;660;045-025;654;1800
075-038-000-000-1463738620;000-000;105-050;717;038-038;708;098-038;661;1515
075-038-000-000-1463738630;000-000;128-013;667;038-038;653;060-050;635;1683
075-038-000-000-1463738640;000-000;045-025;675;098-013;673;053-038;671;1684
075-038-000-000-1463738650;000-000;098-013;682;045-025;681;105-050;620;1522
075-038-000-000-1463738660;000-000;098-013;664;060-050;656;038-038;644;1572
075-038-000-000-1463738670;000-000;045-050;667;038-013;664;045-025;662;1792
075-038-000-000-1463738680;000-000;038-038;698;045-025;698;045-050;672;1628
075-038-000-000-1463738690;000-000;045-025;690;015-025;668;090-025;667;1740
075-038-000-000-1463738700;000-000;075-025;737;090-025;688;045-025;683;1679
075-038-000-000-1463738710;000-000;060-050;720;038-038;666;045-025;642;1740
075-038-000-000-1463738720;000-000;060-050;727;038-013;654;045-050;635;1522
075-038-000-000-1463738730;000-000;038-038;683;015-025;663;128-013;638;1469
075-038-000-000-1463738740;000-000;083-013;717;038-038;666;045-050;641;1738
075-038-000-000-1463738750;000-000;098-013;660;045-025;644;060-050;639;1520
075-038-000-000-1463738760;000-000;090-025;678;045-050;657;053-038;649;1575
075-038-000-000-1463738770;000-000;060-050;733;045-025;646;038-038;645;1796
075-038-000-000-1463738780;000-000;060-050;665;128-013;650;075-050;643;1684
075-038-000-000-1463738790;000-000;128-013;652;045-025;645;068-013;629;1738
075-038-000-000-1463738800;000-000;098-038;704;060-050;672;128-013;641;1855
075-038-000-000-1463738810;000-000;038-038;684;128-013;634;135-025;625;1468
075-038-000-000-1463738820;000-000;105-050;697;098-013;676;090-025;641;1574
075-038-000-000-1463738830;000-000;060-050;741;128-013;642;105-050;638;1525
075-038-000-000-1463738840;000-000;135-025;678;045-025;672;098-013;667;1801
075-038-000-000-1463738850;000-000;060-050;698;038-013;662;090-025;643;1630
075-038-000-000-1463738860;000-000;060-050;737;038-013;669;075-025;641;1684
075-038-000-000-1463738870;000-000;060-050;691;038-038;647;068-038;622;1737
075-038-000-000-1463738880;000-000;090-025;692;038-038;676;045-025;675;1684
075-038-000-000-1463738890;000-000;060-050;719;105-050;662;128-013;655;1578
075-038-000-000-1463738900;000-000;038-038;689;060-050;646;075-050;638;1521
075-038-000-000-1463738910;000-000;045-025;713;083-038;676;038-013;670;1740
075-038-000-000-1463738920;000-000;098-013;666;135-025;650;060-050;649;1795
075-038-000-000-1463738930;000-000;060-050;661;045-025;657;083-038;647;1853
075-038-000-000-1463738940;000-000;098-013;653;060-050;643;015-025;619;1632
075-038-000-000-1463738950;000-000;098-038;699;045-025;693;068-038;667;1974
075-038-000-000-1463738960;000-000;098-013;717;045-025;674;038-013;656;1578
075-038-000-000-1463738970;000-000;045-025;702;135-025;645;098-013;635;1912
075-038-000-000-1463738980;000-000;060-050;662;038-038;659;128-013;649;1741
075-038-000-000-1463738990;000-000;045-050;653;038-013;651;060-050;641;1796
075-038-000-000-1463739000;000-000;090-100;836;083-013;767;098-038;743;1397
045-038-000-000-1463738340;000-000;068-038;1019;038-038;639;045-050;633;1845
045-038-000-000-1463738350;000-000;053-013;658;045-050;651;128-013;637;1848
045-038-000-000-1463738360;000-000;038-038;681;030-100;663;128-013;633;1506
045-038-000-000-1463738370;000-000;098-038;740;053-013;717;090-025;665;2026
045-038-000-000-1463738380;000-000;053-013;670;045-050;661;045-025;641;1788
045-038-000-000-1463738390;000-000;128-013;661;038-038;643;090-025;643;1735
045-038-000-000-1463738400;000-000;045-050;671;128-013;638;038-038;626;1512
045-038-000-000-1463738410;000-000;068-038;752;045-050;695;120-050;639;1565
045-038-000-000-1463738420;000-000;045-050;708;038-038;686;045-025;677;1674
045-038-000-000-1463738430;000-000;105-050;660;045-050;646;128-013;640;1730
045-038-000-000-1463738440;000-000;068-038;765;090-025;684;120-050;683;1850
045-038-000-000-1463738450;000-000;053-013;777;045-025;697;045-050;652;1907
045-038-000-000-1463738460;000-000;045-025;694;053-013;655;045-050;649;1792
045-038-000-000-1463738470;000-000;068-038;998;038-038;651;045-025;620;1735
045-038-000-000-1463738480;000-000;075-075;781;038-038;656;045-025;643;1732
045-038-000-000-1463738490;000-000;128-013;649;060-050;625;045-050;624;1620
045-038-000-000-1463738500;000-000;038-038;650;045-025;650;045-050;640;1731
045-038-000-000-1463738510;000-000;128-013;666;045-050;634;135-025;622;1731
045-038-000-000-1463738520;000-000;045-025;723;045-050;678;090-025;663;1735
045-038-000-000-1463738530;000-000;105-050;658;128-013;650;045-025;645;1785
045-038-000-000-1463738540;000-000;045-050;679;023-038;650;128-013;637;1617
045-038-000-000-1463738550;000-000;045-050;677;045-025;661;053-013;639;1730
045-038-000-000-1463738560;000-000;045-025;677;038-038;648;045-050;636;1788
045-038-000-000-1463738570;000-000;038-038;683;045-025;671;023-038;659;1843
045-038-000-000-1463738580;000-000;045-025;730;068-038;713;045-050;632;2028
045-038-000-000-1463738590;000-000;128-013;649;015-075;638;038-038;620;1729
045-038-000-000-1463738600;000-000;105-050;640;128-013;635;045-050;625;1621
045-038-000-000-1463738610;000-000;038-038;661;128-013;641;045-050;636;1563
045-038-000-000-1463738620;000-000;045-025;713;053-013;706;128-013;646;1906
045-038-000-000-1463738630;000-000;038-038;661;045-050;653;128-013;623;1462
045-038-000-000-1463738640;000-000;045-025;671;053-038;670;045-050;644;1912
045-038-000-000-1463738650;000-000;045-025;719;038-038;663;045-050;654;1677
045-038-000-000-1463738660;000-000;045-050;654;038-038;615;038-013;611;1731
045-038-000-000-1463738670;000-000;038-038;646;045-025;628;128-013;625;1845
045-038-000-000-1463738680;000-000;045-050;683;045-025;682;038-038;674;1730
045-038-000-000-1463738690;000-000;053-038;671;060-050;658;090-025;648;1851
045-038-000-000-1463738700;000-000;045-025;671;038-013;657;053-013;652;1844
045-038-000-000-1463738710;000-000;038-038;670;105-050;655;045-025;646;1626
045-038-000-000-1463738720;000-000;045-025;668;053-013;653;045-050;649;1905
045-038-000-000-1463738730;000-000;075-075;853;053-013;777;053-038;677;1846
045-038-000-000-1463738740;000-000;045-050;667;105-050;642;090-025;636;1735
045-038-000-000-1463738750;000-000;045-025;728;045-050;658;038-038;634;1788
045-038-000-000-1463738760;000-000;030-100;714;060-050;615;038-038;610;1469
045-038-000-000-1463738770;000-000;045-025;676;038-038;639;045-050;634;1731
045-038-000-000-1463738780;000-000;053-013;768;045-050;680;030-100;665;1905
045-038-000-000-1463738790;000-000;045-050;654;038-038;615;038-013;611;1731
045-038-000-000-1463738800;000-000;053-013;781;045-050;674;128-013;627;1904
045-038-000-000-1463738810;000-000;053-013;654;045-050;647;045-025;623;1793
045-038-000-000-1463738820;000-000;068-038;850;038-013;633;045-050;628;1792
045-038-000-000-1463738830;000-000;128-013;653;060-050;646;045-050;635;1679
045-038-000-000-1463738840;000-000;045-025;665;128-013;641;105-050;638;1791
045-038-000-000-1463738850;000-000;038-038;641;045-025;638;128-013;636;1904
045-038-000-000-1463738860;000-000;045-050;656;038-038;639;128-013;625;1623
045-038-000-000-1463738870;000-000;098-038;668;038-038;650;030-100;637;1465
045-038-000-000-1463738880;000-000;045-050;703;045-025;701;038-038;654;1620
045-038-000-000-1463738890;000-000;045-025;699;038-038;646;105-050;638;1567
045-038-000-000-1463738900;000-000;068-038;954;045-025;666;045-050;637;1906
045-038-000-000-1463738910;000-000;128-013;680;105-050;658;045-025;655;1673
045-038-000-000-1463738920;000-000;068-038;831;075-075;715;045-050;662;1836
045-038-000-000-1463738930;000-000;045-050;680;090-025;635;045-025;623;1737
045-038-000-000-1463738940;000-000;053-013;655;045-050;653;045-025;647;1846
045-038-000-000-1463738950;000-000;053-038;713;075-025;694;053-013;653;1786
045-038-000-000-1463738960;000-000;045-050;655;023-038;635;038-038;617;1732
045-038-000-000-1463738970;000-000;045-050;690;090-025;659;120-050;656;1789
045-038-000-000-1463738980;000-000;045-025;707;038-038;638;045-050;638;1679
045-038-000-000-1463738990;000-000;068-038;1025;045-050;640;113-013;630;1731
045-038-000-000-1463739000;000-000;075-075;1904;030-100;772;165-000;750;145
015-038-000-000-1463738340;000-000;015-025;791;030-025;690;015-050;678;1314
015-038-000-000-1463738350;000-000;038-038;771;015-025;694;030-025;663;1466
015-038-000-000-1463738360;000-000;015-025;767;030-025;683;015-050;668;1361
015-038-000-000-1463738370;000-000;015-025;850;015-050;719;045-050;641;1127
015-038-000-000-1463738380;000-000;015-025;761;030-025;732;045-025;681;1518
015-038-000-000-1463738390;000-000;030-025;704;015-000;701;015-025;660;1620
015-038-000-000-1463738400;000-000;015-025;732;030-025;651;090-025;623;1624
015-038-000-000-1463738410;000-000;015-050;820;015-025;716;038-038;690;1261
015-038-000-000-1463738420;000-000;023-038;771;023-013;747;015-025;720;1676
015-038-000-000-1463738430;000-000;015-050;745;015-025;716;023-013;692;1461
015-038-000-000-1463738440;000-000;015-025;850;128-013;662;038-038;657;1361
015-038-000-000-1463738450;000-000;015-025;758;038-038;630;128-013;627;1216
015-038-000-000-1463738460;000-000;038-013;674;045-025;644;015-025;643;1414
015-038-000-000-1463738470;000-000;015-025;765;038-038;689;030-025;679;1514
015-038-000-000-1463738480;000-000;015-025;917;045-050;689;038-038;658;1074
015-038-000-000-1463738490;000-000;015-025;780;038-038;700;030-025;673;1417
015-038-000-000-1463738500;000-000;015-050;723;015-025;650;128-013;633;1466
015-038-000-000-1463738510;000-000;015-025;786;128-013;649;030-025;640;1309
015-038-000-000-1463738520;000-000;015-025;786;015-050;698;038-038;638;1261
015-038-000-000-1463738530;000-000;015-025;733;015-050;705;045-025;643;1419
015-038-000-000-1463738540;000-000;015-025;850;038-038;700;030-025;667;1268
015-038-000-000-1463738550;000-000;015-025;822;038-038;707;000-050;678;1405
015-038-000-000-1463738560;000-000;015-025;801;023-038;699;030-025;670;1306
015-038-000-000-1463738570;000-000;015-025;817;128-013;648;143-013;606;1216
015-038-000-000-1463738580;000-000;015-050;790;015-025;764;030-025;677;1361
015-038-000-000-1463738590;000-000;015-025;759;015-050;696;045-025;687;1520
015-038-000-000-1463738600;000-000;015-025;707;045-050;699;038-038;679;1511
015-038-000-000-1463738610;000-000;015-050;716;015-025;695;030-025;668;1308
015-038-000-000-1463738620;000-000;015-025;878;015-050;684;030-025;674;1315
015-038-000-000-1463738630;000-000;015-025;699;045-025;660;038-038;656;1685
015-038-000-000-1463738640;000-000;015-025;930;015-050;757;023-013;672;1117
015-038-000-000-1463738650;000-000;015-025;852;030-025;674;038-038;674;1262
015-038-000-000-1463738660;000-000;000-050;780;015-025;687;038-038;652;1353
015-038-000-000-1463738670;000-000;023-038;747;038-038;698;015-050;667;1406
015-038-000-000-1463738680;000-000;015-050;716;038-038;646;030-025;631;1519
015-038-000-000-1463738690;000-000;015-025;895;015-050;752;023-013;666;1162
015-038-000-000-1463738700;000-000;015-025;933;023-013;706;015-050;704;1211
015-038-000-000-1463738710;000-000;015-050;767;038-038;642;000-050;638;1366
015-038-000-000-1463738720;000-000;015-025;786;038-038;709;000-050;674;1357
015-038-000-000-1463738730;000-000;023-038;755;038-038;702;015-025;652;1679
015-038-000-000-1463738740;000-000;015-050;642;090-025;608;030-025;597;862
015-038-000-000-1463738750;000-000;015-025;739;030-025;721;045-025;660;1568
015-038-000-000-1463738760;000-000;015-025;785;015-050;697;045-025;650;1470
015-038-000-000-1463738770;000-000;015-025;740;128-013;663;015-050;637;1362
015-038-000-000-1463738780;000-000;015-025;866;015-050;700;038-013;596;1121
015-038-000-000-1463738790;000-000;015-050;764;030-100;628;045-000;618;1225
015-038-000-000-1463738800;000-000;015-025;683;128-013;628;143-013;605;1460
015-038-000-000-1463738810;000-000;015-025;838;030-025;696;015-050;673;1264
015-038-000-000-1463738820;000-000;015-025;753;015-050;703;128-013;617;1208
015-038-000-000-1463738830;000-000;015-025;814;038-038;673;030-025;657;1306
015-038-000-000-1463738840;000-000;015-025;909;015-050;721;045-000;646;1168
015-038-000-000-1463738850;000-000;023-013;703;045-050;683;015-050;648;1468
015-038-000-000-1463738860;000-000;015-025;852;045-025;630;015-050;623;1165
015-038-000-000-1463738870;000-000;015-050;747;015-025;704;000-050;625;1315
015-038-000-000-1463738880;000-000;015-025;876;015-050;700;000-050;672;1165
015-038-000-000-1463738890;000-000;015-025;720;030-025;683;128-013;667;1517
015-038-000-000-1463738900;000-000;015-050;799;015-025;733;045-000;675;1265
015-038-000-000-1463738910;000-000;015-050;831;015-025;758;128-013;605;1221
015-038-000-000-1463738920;000-000;015-025;867;015-050;681;128-013;642;1309
015-038-000-000-1463738930;000-000;015-025;846;015-050;649;030-025;642;1368
015-038-000-000-1463738940;000-000;015-025;744;015-050;687;075-050;616;1222
015-038-000-000-1463738950;000-000;128-013;690;015-025;665;015-050;603;1368
015-038-000-000-1463738960;000-000;015-025;795;030-025;674;128-013;642;1459
015-038-000-000-1463738970;000-000;015-025;777;015-050;625;038-038;621;1167
015-038-000-000-1463738980;000-000;015-050;724;015-025;701;045-025;617;1419
015-038-000-000-1463738990;000-000;015-025;927;038-038;655;015-050;635;1120
015-038-000-000-1463739000;000-000;068-038;1435;015-050;737;023-013;722;967
120-038-000-000-1463738340;000-000;120-025;752;135-025;716;105-025;644;1792
120-038-000-000-1463738350;000-000;105-025;815;113-038;711;135-025;700;1971
120-038-000-000-1463738360;000-000;120-025;740;135-025;737;113-038;733;1849
120-038-000-000-1463738370;000-000;105-025;943;135-050;680;120-050;678;1968
120-038-000-000-1463738380;000-000;135-025;766;120-025;717;113-013;680;1623
120-038-000-000-1463738390;000-000;135-025;710;128-013;701;105-025;676;1626
120-038-000-000-1463738400;000-000;135-025;817;120-025;733;105-050;673;1567
120-038-000-000-1463738410;000-000;135-025;740;128-013;712;120-025;710;1627
120-038-000-000-1463738420;000-000;135-025;719;113-038;685;120-025;679;1855
120-038-000-000-1463738430;000-000;120-025;846;135-025;760;105-025;662;1461
120-038-000-000-1463738440;000-000;120-025;750;128-013;694;135-025;673;1851
120-038-000-000-1463738450;000-000;105-025;868;120-025;806;135-025;686;1739
120-038-000-000-1463738460;000-000;135-025;710;128-013;680;105-025;666;1577
120-038-000-000-1463738470;000-000;120-025;864;105-025;788;128-013;714;1910
120-038-000-000-1463738480;000-000;120-025;832;135-025;735;105-025;654;1792
120-038-000-000-1463738490;000-000;105-025;846;120-025;804;135-025;738;1627
120-038-000-000-1463738500;000-000;128-013;776;135-025;724;105-050;668;1575
120-038-000-000-1463738510;000-000;120-025;847;105-025;823;135-025;687;1795
120-038-000-000-1463738520;000-000;135-025;744;120-025;682;128-013;665;1737
120-038-000-000-1463738530;000-000;120-025;806;105-025;740;165-025;733;1845
120-038-000-000-1463738540;000-000;120-025;836;105-025;803;113-038;677;1968
120-038-000-000-1463738550;000-000;105-025;1010;120-025;747;143-038;719;2093
120-038-000-000-1463738560;000-000;105-025;759;128-013;721;135-025;717;1738
120-038-000-000-1463738570;000-000;120-025;809;105-025;785;128-013;692;1971
120-038-000-000-1463738580;000-000;105-025;822;120-025;798;135-025;685;1970
120-038-000-000-1463738590;000-000;120-025;826;105-025;776;113-013;696;2091
120-038-000-000-1463738600;000-000;135-025;755;128-013;670;120-025;670;1734
120-038-000-000-1463738610;000-000;105-025;922;120-025;792;135-025;716;1785
120-038-000-000-1463738620;000-000;135-025;775;120-025;735;165-050;663;1623
120-038-000-000-1463738630;000-000;120-025;882;105-025;741;135-025;724;1847
120-038-000-000-1463738640;000-000;120-025;831;105-025;698;128-013;672;1568
120-038-000-000-1463738650;000-000;105-025;972;135-025;700;120-025;691;1910
120-038-000-000-1463738660;000-000;120-025;770;135-025;770;128-013;669;1731
120-038-000-000-1463738670;000-000;135-025;737;113-038;669;105-050;666;1624
120-038-000-000-1463738680;000-000;135-025;784;105-050;676;128-013;631;1465
120-038-000-000-1463738690;000-000;120-025;856;105-025;718;135-025;689;1683
120-038-000-000-1463738700;000-000;135-025;726;105-025;700;120-025;685;1795
120-038-000-000-1463738710;000-000;120-025;859;105-025;788;135-025;690;1967
120-038-000-000-1463738720;000-000;120-025;737;128-038;704;113-038;700;1849
120-038-000-000-1463738730;000-000;120-025;859;105-025;739;128-013;718;1849
120-038-000-000-1463738740;000-000;105-025;932;120-025;838;135-025;713;1790
120-038-000-000-1463738750;000-000;135-025;726;128-013;708;090-025;631;1797
120-038-000-000-1463738760;000-000;105-025;936;135-050;770;120-025;742;2085
120-038-000-000-1463738770;000-000;120-025;824;105-025;727;135-025;691;1738
120-038-000-000-1463738780;000-000;135-025;802;128-013;673;105-050;663;1466
120-038-000-000-1463738790;000-000;120-025;724;105-025;713;135-025;710;1792
120-038-000-000-1463738800;000-000;135-025;740;120-025;735;128-013;700;1682
120-038-000-000-1463738810;000-000;135-025;697;143-013;622;135-050;619;1736
120-038-000-000-1463738820;000-000;135-025;677;120-025;670;105-025;667;1740
120-038-000-000-1463738830;000-000;105-025;737;135-025;670;120-025;662;1732
120-038-000-000-1463738840;000-000;105-025;856;120-025;835;135-025;709;1791
120-038-000-000-1463738850;000-000;135-025;735;120-025;707;113-038;672;1624
120-038-000-000-1463738860;000-000;105-025;796;105-000;678;075-025;666;1852
120-038-000-000-1463738870;000-000;135-025;692;038-013;677;105-000;662;1740
120-038-000-000-1463738880;000-000;135-025;719;128-013;674;105-025;640;1741
120-038-000-000-1463738890;000-000;105-025;841;120-025;798;135-025;666;1797
120-038-000-000-1463738900;000-000;105-025;876;135-025;716;120-050;711;1741
120-038-000-000-1463738910;000-000;135-025;725;120-025;722;165-050;688;1851
120-038-000-000-1463738920;000-000;105-025;912;120-025;781;165-050;685;1966
120-038-000-000-1463738930;000-000;113-013;709;105-000;672;135-050;659;2021
120-038-000-000-1463738940;000-000;105-025;713;128-013;709;120-025;706;1910
120-038-000-000-1463738950;000-000;128-013;731;135-025;718;098-038;716;1740
120-038-000-000-1463738960;000-000;105-025;1044;120-025;811;120-050;700;2028
120-038-000-000-1463738970;000-000;105-025;877;120-025;691;165-050;677;1789
120-038-000-000-1463738980;000-000;105-025;765;098-038;665;120-025;655;1730
120-038-000-000-1463738990;000-000;120-025;725;105-025;684;128-013;682;1966
120-038-000-000-1463739000;000-000;083-038;767;150-100;708;105-025;700;1059
090-038-000-000-1463738340;000-000;090-100;775;135-025;713;128-038;674;1680
090-038-000-000-1463738350;000-000;135-025;673;060-050;655;098-038;651;1741
090-038-000-000-1463738360;000-000;060-050;666;128-013;634;105-025;614;1795
090-038-000-000-1463738370;000-000;135-025;705;128-038;673;098-038;649;1738
090-038-000-000-1463738380;000-000;135-025;677;120-050;635;128-013;635;1855
090-038-000-000-1463738390;000-000;135-025;715;098-013;630;128-013;622;1740
090-038-000-000-1463738400;000-000;135-025;712;090-100;680;128-038;643;1739
090-038-000-000-1463738410;000-000;135-025;733;060-050;675;128-013;614;1629
090-038-000-000-1463738420;000-000;098-038;696;105-025;678;090-100;669;2033
090-038-000-000-1463738430;000-000;098-038;936;060-050;669;090-100;660;1910
090-038-000-000-1463738440;000-000;120-050;776;135-025;707;105-025;666;1792
090-038-000-000-1463738450;000-000;090-100;742;075-025;728;098-038;726;1725
090-038-000-000-1463738460;000-000;098-038;820;090-100;742;128-038;666;1794
090-038-000-000-1463738470;000-000;135-025;681;060-050;631;128-013;616;1741
090-038-000-000-1463738480;000-000;090-100;792;098-038;735;135-025;652;1680
090-038-000-000-1463738490;000-000;105-025;705;135-025;679;090-100;651;1856
090-038-000-000-1463738500;000-000;090-100;769;098-038;766;135-025;661;1570
090-038-000-000-1463738510;000-000;135-025;670;120-050;664;105-025;653;1972
090-038-000-000-1463738520;000-000;135-025;705;128-013;665;105-025;657;1799
090-038-000-000-1463738530;000-000;128-038;749;113-038;721;098-038;690;1909
090-038-000-000-1463738540;000-000;120-050;714;135-025;694;128-038;649;1857
090-038-000-000-1463738550;000-000;135-025;708;090-100;680;113-038;652;1574
090-038-000-000-1463738560;000-000;098-038;758;135-025;671;113-038;656;1968
090-038-000-000-1463738570;000-000;105-025;710;098-038;686;060-050;681;1972
090-038-000-000-1463738580;000-000;090-100;896;060-050;708;090-025;655;1684
090-038-000-000-1463738590;000-000;090-100;859;098-038;657;135-025;655;1916
090-038-000-000-1463738600;000-000;105-025;761;135-025;712;075-025;642;1676
090-038-000-000-1463738610;000-000;090-100;886;098-038;704;090-025;674;1857
090-038-000-000-1463738620;000-000;135-025;707;098-038;674;128-013;665;1855
090-038-000-000-1463738630;000-000;135-025;720;098-038;689;128-013;639;1683
090-038-000-000-1463738640;000-000;135-025;725;128-038;626;038-013;623;1625
090-038-000-000-1463738650;000-000;135-025;675;098-038;643;053-038;635;1794
090-038-000-000-1463738660;000-000;075-025;688;105-025;671;053-038;663;1792
090-038-000-000-1463738670;000-000;060-050;676;135-025;651;128-038;609;1680
090-038-000-000-1463738680;000-000;098-038;778;075-025;737;053-038;649;1673
090-038-000-000-1463738690;000-000;060-050;721;135-025;666;038-013;616;1468
090-038-000-000-1463738700;000-000;090-100;859;060-050;696;038-013;647;1685
090-038-000-000-1463738710;000-000;060-050;773;090-025;656;075-050;641;1629
090-038-000-000-1463738720;000-000;135-025;670;060-050;670;098-038;639;1851
090-038-000-000-1463738730;000-000;105-025;758;075-025;704;098-038;677;2029
090-038-000-000-1463738740;000-000;098-038;805;105-025;765;075-025;674;1909
090-038-000-000-1463738750;000-000;135-025;708;098-038;642;128-013;623;1792
090-038-000-000-1463738760;000-000;075-025;771;135-025;679;038-013;641;1851
090-038-000-000-1463738770;000-000;135-025;665;105-025;614;060-050;612;1795
090-038-000-000-1463738780;000-000;120-050;717;135-025;672;143-013;647;1797
090-038-000-000-1463738790;000-000;105-025;740;135-025;680;060-050;638;1739
090-038-000-000-1463738800;000-000;075-025;1029;105-025;785;120-025;712;1340
090-038-000-000-1463738810;000-000;098-038;786;053-038;687;060-050;664;1666
090-038-000-000-1463738820;000-000;060-050;664;135-025;664;038-013;620;1796
090-038-000-000-1463738830;000-000;075-025;728;135-025;669;060-050;658;1783
090-038-000-000-1463738840;000-000;135-025;643;060-050;638;105-025;632;1679
090-038-000-000-1463738850;000-000;090-100;844;128-038;688;135-025;670;1915
090-038-000-000-1463738860;000-000;135-025;703;143-038;640;090-025;630;1683
090-038-000-000-1463738870;000-000;090-100;727;135-025;708;120-050;696;1793
090-038-000-000-1463738880;000-000;105-025;813;135-025;683;113-038;677;1853
090-038-000-000-1463738890;000-000;090-100;917;060-050;638;090-025;636;1739
090-038-000-000-1463738900;000-000;105-025;745;090-025;665;060-050;644;1795
090-038-000-000-1463738910;000-000;090-100;805;135-025;655;060-050;641;1732
090-038-000-000-1463738920;000-000;090-100;831;105-025;734;075-025;714;1972
090-038-000-000-1463738930;000-000;135-025;719;060-050;676;105-050;588;1625
090-038-000-000-1463738940;000-000;090-100;683;135-025;667;098-038;635;1739
090-038-000-000-1463738950;000-000;060-050;664;135-025;651;038-013;635;1466
090-038-000-000-1463738960;000-000;098-038;812;105-025;764;090-100;671;2030
090-038-000-000-1463738970;000-000;135-025;717;090-100;670;075-050;612;1629
090-038-000-000-1463738980;000-000;060-050;672;105-025;634;075-025;629;1737
090-038-000-000-1463738990;000-000;060-050;666;135-025;662;128-013;653;1575
090-038-000-000-1463739000;000-000;105-075;1361;030-100;892;150-100;891;576
030-038-000-000-1463738340;000-000;038-038;682;045-025;678;038-013;677;1849
030-038-000-000-1463738350;000-000;023-038;722;045-050;665;038-038;647;1716
030-038-000-000-1463738360;000-000;045-050;673;030-100;661;015-050;627;1349
030-038-000-000-1463738370;000-000;045-050;677;038-038;674;015-025;660;1670
030-038-000-000-1463738380;000-000;038-038;701;045-050;677;053-038;656;1676
030-038-000-000-1463738390;000-000;030-100;674;053-038;662;023-013;661;1958
030-038-000-000-1463738400;000-000;045-050;733;030-100;655;015-025;627;1505
030-038-000-000-1463738410;000-000;045-050;740;045-025;655;038-038;632;1619
030-038-000-000-1463738420;000-000;045-050;681;053-038;674;038-038;662;1783
030-038-000-000-1463738430;000-000;015-025;697;045-050;651;038-038;649;1565
030-038-000-000-1463738440;000-000;023-038;817;000-050;710;045-050;693;1721
030-038-000-000-1463738450;000-000;023-013;831;000-050;707;045-050;652;1897
030-038-000-000-1463738460;000-000;045-050;709;015-025;670;038-038;660;1508
030-038-000-000-1463738470;000-000;038-038;716;015-025;713;045-050;639;1672
030-038-000-000-1463738480;000-000;045-050;721;038-038;691;015-025;650;1309
030-038-000-000-1463738490;000-000;015-025;700;045-050;689;038-038;683;1460
030-038-000-000-1463738500;000-000;045-025;686;045-050;670;038-038;651;1733
030-038-000-000-1463738510;000-000;090-025;671;038-038;660;015-075;656;1729
030-038-000-000-1463738520;000-000;023-013;685;045-050;659;038-038;649;1732
030-038-000-000-1463738530;000-000;038-038;726;015-025;712;045-050;663;1674
030-038-000-000-1463738540;000-000;038-038;705;015-025;690;045-025;666;1729
030-038-000-000-1463738550;000-000;015-025;729;045-050;705;038-038;671;1611
030-038-000-000-1463738560;000-000;015-075;721;045-050;716;090-025;630;1559
030-038-000-000-1463738570;000-000;023-038;897;038-038;670;023-013;665;1837
030-038-000-000-1463738580;000-000;015-075;662;023-013;653;030-100;650;1903
030-038-000-000-1463738590;000-000;038-038;698;045-050;694;045-025;668;1679
030-038-000-000-1463738600;000-000;045-050;698;045-025;665;038-038;653;1624
030-038-000-000-1463738610;000-000;045-050;714;038-038;664;015-025;655;1411
030-038-000-000-1463738620;000-000;015-025;765;030-100;693;045-050;686;1510
030-038-000-000-1463738630;000-000;045-050;752;038-038;617;030-100;616;1463
030-038-000-000-1463738640;000-000;023-013;760;030-100;713;015-050;675;1560
030-038-000-000-1463738650;000-000;038-038;700;000-050;691;015-050;674;1617
030-038-000-000-1463738660;000-000;045-050;705;128-013;651;038-038;643;1616
030-038-000-000-1463738670;000-000;038-038;691;015-025;681;045-025;670;1728
030-038-000-000-1463738680;000-000;045-025;677;038-038;664;045-050;640;2018
030-038-000-000-1463738690;000-000;038-038;680;015-075;639;015-025;633;1906
030-038-000-000-1463738700;000-000;038-038;694;015-025;686;045-050;676;1621
030-038-000-000-1463738710;000-000;045-050;658;015-025;654;045-025;651;1733
030-038-000-000-1463738720;000-000;023-038;782;023-013;703;053-038;688;1893
030-038-000-000-1463738730;000-000;075-025;716;053-038;690;038-038;685;1782
030-038-000-000-1463738740;000-000;015-075;689;038-038;658;045-050;654;1673
030-038-000-000-1463738750;000-000;045-050;721;015-025;659;000-050;633;1608
030-038-000-000-1463738760;000-000;015-025;766;023-013;729;045-050;693;1504
030-038-000-000-1463738770;000-000;015-025;714;038-038;698;045-025;675;1626
030-038-000-000-1463738780;000-000;015-025;694;030-100;681;038-038;653;1672
030-038-000-000-1463738790;000-000;015-050;704;045-050;699;015-025;655;1454
030-038-000-000-1463738800;000-000;023-013;812;023-038;735;045-025;691;2211
030-038-000-000-1463738810;000-000;023-038;890;000-050;751;015-050;662;1726
030-038-000-000-1463738820;000-000;045-050;722;090-025;659;045-025;649;1669
030-038-000-000-1463738830;000-000;015-025;705;038-038;688;045-050;662;1616
030-038-000-000-1463738840;000-000;045-050;678;030-100;639;038-038;628;1563
030-038-000-000-1463738850;000-000;038-038;679;045-050;638;015-025;624;1838
030-038-000-000-1463738860;000-000;038-038;671;015-025;665;015-075;649;1562
030-038-000-000-1463738870;000-000;038-038;728;045-050;678;015-025;658;1672
030-038-000-000-1463738880;000-000;038-038;688;015-025;679;045-050;641;1561
030-038-000-000-1463738890;000-000;045-050;698;023-013;682;015-050;645;1618
030-038-000-000-1463738900;000-000;038-038;683;045-050;676;015-025;658;1673
030-038-000-000-1463738910;000-000;038-038;658;105-050;657;045-050;656;1511
030-038-000-000-1463738920;000-000;038-038;695;015-025;694;030-100;679;1678
