docname;main;choice1;level1;choice2;level2;choice3;level3;docbagsize
030-038-000-000-1463738930;000-000;015-025;695;045-050;678;038-038;674;1615
030-038-000-000-1463738940;000-000;045-050;677;015-050;645;038-038;642;1670
030-038-000-000-1463738950;000-000;045-025;687;023-013;677;030-100;658;2021
030-038-000-000-1463738960;000-000;045-050;720;038-038;681;015-025;675;1620
030-038-000-000-1463738970;000-000;023-038;857;015-025;703;038-038;696;1614
030-038-000-000-1463738980;000-000;038-038;663;045-050;660;105-050;628;1668
030-038-000-000-1463738990;000-000;045-050;715;038-038;647;045-025;625;1560
030-038-000-000-1463739000;000-000;015-025;872;183-038;743;090-025;678;226
183-038-000-000-1463738340;000-000;183-038;814;165-025;760;143-038;729;2020
183-038-000-000-1463738350;000-000;183-038;868;165-025;742;180-025;663;1787
183-038-000-000-1463738360;000-000;180-050;725;158-038;720;183-038;708;1734
183-038-000-000-1463738370;000-000;183-038;808;143-038;712;135-025;699;1907
183-038-000-000-1463738380;000-000;183-038;835;143-038;763;165-025;700;1905
183-038-000-000-1463738390;000-000;173-038;780;165-025;716;183-038;683;1791
183-038-000-000-1463738400;000-000;165-025;771;183-038;758;180-025;664;1678
183-038-000-000-1463738410;000-000;183-038;814;143-038;753;165-025;699;1908
183-038-000-000-1463738420;000-000;183-038;840;165-025;718;135-025;669;1847
183-038-000-000-1463738430;000-000;183-038;845;165-025;747;180-050;682;1733
183-038-000-000-1463738440;000-000;183-038;829;143-038;695;173-038;677;2082
183-038-000-000-1463738450;000-000;165-025;758;180-025;693;183-038;685;1730
183-038-000-000-1463738460;000-000;183-038;818;165-025;726;180-025;678;1903
183-038-000-000-1463738470;000-000;183-038;810;158-038;693;143-038;685;1966
183-038-000-000-1463738480;000-000;183-038;815;173-038;794;180-050;682;1843
183-038-000-000-1463738490;000-000;183-038;771;165-025;758;180-025;702;1784
183-038-000-000-1463738500;000-000;183-038;745;143-038;705;135-025;688;1844
183-038-000-000-1463738510;000-000;183-038;766;143-038;707;165-025;697;1905
183-038-000-000-1463738520;000-000;183-038;794;165-025;748;180-050;679;1730
183-038-000-000-1463738530;000-000;183-038;746;165-025;741;143-038;736;1904
183-038-000-000-1463738540;000-000;165-025;748;183-038;716;180-025;670;1848
183-038-000-000-1463738550;000-000;183-038;818;165-025;727;135-025;665;1791
183-038-000-000-1463738560;000-000;173-038;781;165-025;768;183-038;680;1965
183-038-000-000-1463738570;000-000;183-038;814;143-038;753;165-025;699;1908
183-038-000-000-1463738580;000-000;183-038;768;158-038;757;180-050;728;1731
183-038-000-000-1463738590;000-000;183-038;817;165-025;721;158-038;688;1843
183-038-000-000-1463738600;000-000;183-038;803;180-050;685;165-025;679;1617
183-038-000-000-1463738610;000-000;165-025;828;183-038;774;143-038;729;1840
183-038-000-000-1463738620;000-000;173-038;781;165-025;764;180-025;667;1789
183-038-000-000-1463738630;000-000;183-038;771;165-025;754;180-025;692;1785
183-038-000-000-1463738640;000-000;183-038;813;165-025;704;143-038;677;1963
183-038-000-000-1463738650;000-000;183-038;812;165-025;707;180-025;703;1729
183-038-000-000-1463738660;000-000;183-038;792;143-038;731;165-025;707;1965
183-038-000-000-1463738670;000-000;183-038;764;180-050;723;165-025;676;1623
183-038-000-000-1463738680;000-000;183-038;820;165-025;765;173-038;724;1846
183-038-000-000-1463738690;000-000;183-038;773;165-025;745;143-038;706;1790
183-038-000-000-1463738700;000-000;165-025;776;183-038;748;143-038;694;1788
183-038-000-000-1463738710;000-000;183-038;793;165-025;699;158-038;678;1908
183-038-000-000-1463738720;000-000;165-025;754;183-038;753;180-025;702;1843
183-038-000-000-1463738730;000-000;183-038;819;165-025;718;158-038;700;1848
183-038-000-000-1463738740;000-000;183-038;769;158-038;733;180-050;727;1728
183-038-000-000-1463738750;000-000;183-038;812;143-038;717;165-025;708;1956
183-038-000-000-1463738760;000-000;183-038;794;143-038;779;165-025;746;1788
183-038-000-000-1463738770;000-000;165-025;712;143-038;696;180-025;691;1838
183-038-000-000-1463738780;000-000;165-025;712;143-038;711;183-038;705;1722
183-038-000-000-1463738790;000-000;183-038;819;165-025;721;143-038;684;1849
183-038-000-000-1463738800;000-000;183-038;821;165-025;687;180-050;683;1729
183-038-000-000-1463738810;000-000;183-038;840;165-025;723;135-025;668;1790
183-038-000-000-1463738820;000-000;143-038;787;183-038;747;165-025;722;1962
183-038-000-000-1463738830;000-000;183-038;910;143-038;696;158-038;692;1842
183-038-000-000-1463738840;000-000;183-038;767;143-038;727;165-025;727;1790
183-038-000-000-1463738850;000-000;173-038;735;128-038;733;183-038;733;2148
183-038-000-000-1463738860;000-000;183-038;829;165-025;699;158-038;674;1791
183-038-000-000-1463738870;000-000;183-038;781;158-038;688;180-050;681;1735
183-038-000-000-1463738880;000-000;183-038;783;165-025;729;180-025;674;1901
183-038-000-000-1463738890;000-000;183-038;819;165-025;723;180-050;702;1790
183-038-000-000-1463738900;000-000;183-038;815;165-025;747;173-038;724;1846
183-038-000-000-1463738910;000-000;183-038;799;165-025;766;180-050;682;1732
183-038-000-000-1463738920;000-000;183-038;792;143-038;731;165-025;707;1965
183-038-000-000-1463738930;000-000;165-025;773;183-038;750;180-050;661;1674
183-038-000-000-1463738940;000-000;183-038;794;165-025;751;143-038;699;1841
183-038-000-000-1463738950;000-000;143-038;771;183-038;766;173-038;718;2021
183-038-000-000-1463738960;000-000;183-038;810;158-038;693;143-038;685;1966
183-038-000-000-1463738970;000-000;183-038;769;165-025;724;180-050;703;1788
183-038-000-000-1463738980;000-000;183-038;836;158-013;689;158-038;668;2078
183-038-000-000-1463738990;000-000;173-038;816;165-025;802;183-038;780;1900
183-038-000-000-1463739000;000-000;180-050;742;068-038;739;098-013;717;1019
023-038-000-000-1463738340;000-000;023-038;939;083-013;718;045-025;684;2089
023-038-000-000-1463738350;000-000;023-038;1016;038-038;643;045-025;631;2023
023-038-000-000-1463738360;000-000;023-038;909;038-038;672;023-013;660;1905
023-038-000-000-1463738370;000-000;023-038;967;023-013;714;045-025;674;1967
023-038-000-000-1463738380;000-000;023-038;851;023-013;742;045-025;689;2025
023-038-000-000-1463738390;000-000;023-013;738;023-038;737;045-025;704;1968
023-038-000-000-1463738400;000-000;023-038;877;045-025;654;038-038;650;1906
023-038-000-000-1463738410;000-000;045-025;723;015-025;672;030-025;647;1678
023-038-000-000-1463738420;000-000;045-025;732;038-038;681;068-038;663;1791
023-038-000-000-1463738430;000-000;023-038;855;023-013;695;045-025;680;2021
023-038-000-000-1463738440;000-000;023-038;817;045-025;641;023-013;640;1966
023-038-000-000-1463738450;000-000;023-038;993;045-025;689;045-050;641;2022
023-038-000-000-1463738460;000-000;023-038;782;045-025;680;038-038;674;1848
023-038-000-000-1463738470;000-000;023-038;733;045-025;671;015-000;669;1901
023-038-000-000-1463738480;000-000;023-038;856;045-025;673;023-013;657;1909
023-038-000-000-1463738490;000-000;023-038;964;023-013;700;045-025;671;2088
023-038-000-000-1463738500;000-000;023-038;906;045-025;682;038-038;643;2024
023-038-000-000-1463738510;000-000;023-038;786;045-025;673;023-013;644;1905
023-038-000-000-1463738520;000-000;023-038;972;015-000;630;030-000;629;2146
023-038-000-000-1463738530;000-000;023-038;710;023-013;652;045-025;647;1969
023-038-000-000-1463738540;000-000;023-038;826;023-013;664;038-038;659;1852
023-038-000-000-1463738550;000-000;038-038;678;045-025;678;045-050;636;1850
023-038-000-000-1463738560;000-000;023-038;961;045-025;666;068-013;619;2150
023-038-000-000-1463738570;000-000;023-038;841;023-013;680;045-025;653;1846
023-038-000-000-1463738580;000-000;023-038;754;045-025;685;023-013;679;1848
023-038-000-000-1463738590;000-000;023-038;831;023-013;788;045-025;702;1907
023-038-000-000-1463738600;000-000;045-025;689;023-013;672;045-050;642;1905
023-038-000-000-1463738610;000-000;023-038;827;023-013;680;038-038;651;1844
023-038-000-000-1463738620;000-000;023-038;812;045-025;674;023-013;669;1791
023-038-000-000-1463738630;000-000;045-025;700;023-038;662;023-013;652;1963
023-038-000-000-1463738640;000-000;023-038;1025;038-038;670;045-025;644;1905
023-038-000-000-1463738650;000-000;023-038;778;045-025;704;015-025;684;1731
023-038-000-000-1463738660;000-000;023-013;828;045-025;711;023-038;668;1846
023-038-000-000-1463738670;000-000;023-038;825;038-038;677;000-050;637;1904
023-038-000-000-1463738680;000-000;023-038;751;045-025;681;015-000;646;2024
023-038-000-000-1463738690;000-000;023-038;717;045-025;670;045-050;670;1846
023-038-000-000-1463738700;000-000;023-038;742;045-025;701;023-013;684;1789
023-038-000-000-1463738710;000-000;038-038;689;045-025;683;045-050;640;1793
023-038-000-000-1463738720;000-000;023-038;880;023-013;778;045-025;699;2025
023-038-000-000-1463738730;000-000;023-038;842;038-038;667;023-013;666;1847
023-038-000-000-1463738740;000-000;023-038;851;045-025;670;023-013;660;1907
023-038-000-000-1463738750;000-000;023-038;759;045-025;687;023-013;676;1850
023-038-000-000-1463738760;000-000;023-038;998;038-038;670;045-025;659;1906
023-038-000-000-1463738770;000-000;045-025;684;038-038;676;068-013;644;1848
023-038-000-000-1463738780;000-000;023-038;905;038-038;650;045-025;646;1964
023-038-000-000-1463738790;000-000;045-025;701;068-038;652;038-013;643;1848
023-038-000-000-1463738800;000-000;023-038;853;045-025;687;023-013;634;2027
023-038-000-000-1463738810;000-000;023-038;715;023-013;694;015-000;683;1784
023-038-000-000-1463738820;000-000;023-038;993;045-025;677;038-038;646;2026
023-038-000-000-1463738830;000-000;023-038;837;023-013;669;045-025;650;2086
023-038-000-000-1463738840;000-000;038-038;679;045-050;668;045-025;658;1625
023-038-000-000-1463738850;000-000;023-013;714;015-025;702;038-038;694;1678
023-038-000-000-1463738860;000-000;023-038;740;038-038;705;023-013;691;1734
023-038-000-000-1463738870;000-000;023-013;660;030-025;644;038-013;641;1905
023-038-000-000-1463738880;000-000;023-038;922;038-038;707;023-013;679;1728
023-038-000-000-1463738890;000-000;023-013;717;030-025;677;000-050;677;1673
023-038-000-000-1463738900;000-000;023-038;777;023-013;661;045-025;646;1905
023-038-000-000-1463738910;000-000;023-038;843;038-038;659;023-013;645;1907
023-038-000-000-1463738920;000-000;045-025;713;015-025;673;038-013;654;1738
023-038-000-000-1463738930;000-000;023-038;755;023-013;648;030-025;648;1843
023-038-000-000-1463738940;000-000;023-038;727;038-038;687;038-013;681;1786
023-038-000-000-1463738950;000-000;023-038;756;023-013;678;038-038;671;1849
023-038-000-000-1463738960;000-000;023-038;880;045-025;664;045-050;657;1848
023-038-000-000-1463738970;000-000;023-038;854;045-025;664;023-013;653;1967
023-038-000-000-1463738980;000-000;023-038;879;045-025;641;045-050;637;1905
023-038-000-000-1463738990;000-000;023-038;783;045-025;655;023-013;646;1846
023-038-000-000-1463739000;000-000;135-025;697;150-025;668;113-013;666;758
