docname;main;choice1;level1;choice2;level2;choice3;level3;docbagsize
B107-068-013-1463736640;068-013;075-025;744;038-013;712;090-025;707;1969
B16-120-000-1463736530;120-000;120-000;1349;083-013;659;128-038;657;3447
B16-120-000-1463733790;120-000;120-000;1425;098-013;659;030-025;643;2844
B106-083-013-1463737120;083-013;083-013;834;098-013;705;128-013;660;1853
X21-135-050-1463737950;135-050;120-050;737;135-050;722;128-038;702;2090
X24-045-050-1463737780;045-050;045-050;766;038-038;699;090-025;662;1564
X21-135-050-1463737780;135-050;128-038;739;183-038;733;135-050;723;2276
B103-128-013-1463736760;128-013;128-013;768;158-013;642;075-050;635;1682
B16-120-000-1463737600;120-000;120-000;1401;173-013;645;098-013;644;3132
B107-150-100-1463734850;150-100;150-100;1005;180-100;640;128-038;613;1504
B102-143-038-1463737890;143-038;183-038;730;143-038;699;128-038;661;1844
B100-150-000-1463734770;150-000;150-000;1688;120-000;721;083-013;710;3308
X7-183-038-1463738020;183-038;183-038;846;165-025;707;173-038;700;1902
MB508-030-050-1463736960;030-050;030-050;1414;045-050;643;090-025;639;2420
X22-105-050-1463737940;105-050;075-050;738;105-050;708;090-025;665;1177
B101-090-000-1463734380;090-000;090-000;1602;105-075;970;023-038;744;3668
B105-098-013-1463736930;098-013;098-013;793;135-025;661;105-025;648;1468
B17-060-000-1463737720;060-000;060-000;1388;045-000;692;105-025;658;3146
MB276-150-050-1463734290;150-050;150-050;1387;128-038;670;183-038;662;2909
B16-120-000-1463736920;120-000;120-000;1391;165-050;643;180-025;641;2993
MB508-030-050-1463737870;030-050;030-050;1438;173-013;641;015-050;641;2218
X21-135-000-1463737030;135-000;135-000;747;180-025;699;113-013;674;1944
B17-060-000-1463738050;060-000;060-000;1359;023-038;735;045-000;698;3148
X23-075-050-1463738090;075-050;075-050;781;090-025;641;128-013;630;1368
B101-090-000-1463734750;090-000;090-000;1288;105-075;962;105-025;696;3274
B14-000-100-1463738200;000-100;000-100;1389;045-050;650;128-013;629;1903
B109-038-038-1463738180;038-038;045-025;710;038-038;707;045-050;684;1680
MB291-180-100-1463736450;180-100;180-100;1441;000-100;638;038-038;626;1645
B108-053-013-1463736750;053-013;053-013;837;090-025;628;075-050;627;1795
B105-098-038-1463737570;098-038;090-100;778;098-038;771;053-038;683;1913
B13-000-000-1463737560;000-000;000-000;1424;015-075;725;015-000;718;2488
B105-098-038-1463737900;098-038;090-100;787;098-038;687;098-013;673;1909
B13-000-000-1463738010;000-000;000-000;1467;015-000;697;000-050;661;2547
X21-135-000-1463736560;135-000;135-000;776;150-000;741;113-013;674;2261
B17-060-000-1463737490;060-000;060-000;1375;023-038;844;045-000;670;3303
X25-015-050-1463737550;015-050;015-050;811;015-025;706;030-025;623;1172
B106-083-013-1463736600;083-013;045-025;765;083-013;701;030-025;641;1913
B107-068-038-1463738160;068-038;068-038;1211;098-013;639;060-050;638;1851
X23-075-050-1463737700;075-050;075-050;749;090-025;722;128-013;661;1466
B102-030-000-1463734280;030-000;030-000;1547;023-038;760;015-000;688;2467
B109-038-038-1463738020;038-038;038-038;725;030-025;667;045-050;661;1627
B104-113-038-1463737580;113-038;113-038;688;090-025;683;120-025;661;1798
X7-183-013-1463736850;183-013;183-013;860;180-025;654;150-025;649;1355
B102-143-038-1463737880;143-038;143-038;751;183-038;671;165-025;669;1956
X7-183-038-1463737460;183-038;183-038;908;158-013;681;165-025;646;2021
B107-150-100-1463734790;150-100;150-100;1130;158-038;666;180-100;662;1294
X3-105-025-1463733890;105-025;105-025;1060;120-025;753;120-050;651;1907
X5-090-025-1463738100;090-025;090-025;886;045-050;690;038-013;640;1260
B100-173-013-1463737100;173-013;165-025;801;173-013;767;180-025;704;1504
X24-045-075-1463734040;045-075;015-075;1301;045-075;1256;098-013;662;2085
B16-120-000-1463737130;120-000;120-000;1391;165-050;643;180-025;641;2993
B107-150-100-1463733940;150-100;150-100;1106;128-038;658;180-050;655;1457
X22-105-050-1463738120;105-050;090-025;753;105-050;698;075-050;691;1273
B100-173-038-1463738110;173-038;173-038;800;183-038;735;165-050;691;1968
MB291-180-100-1463737900;180-100;180-100;1436;038-038;631;000-100;627;1552
X7-183-038-1463737570;183-038;183-038;881;158-013;661;180-025;657;1960
B102-143-038-1463737660;143-038;143-038;718;135-050;684;158-013;652;2071
B101-158-038-1463737960;158-038;158-038;732;158-013;722;183-013;702;1717
X23-075-075-1463734910;075-075;075-075;985;060-050;715;075-050;664;1730
X6-015-025-1463736990;015-025;098-013;724;030-025;702;015-050;658;1738
X1-165-025-1463733970;165-025;165-025;848;183-013;704;150-025;676;1516
MB508-030-050-1463733880;030-050;030-050;1381;023-038;717;128-013;658;2487
X21-135-075-1463734020;135-075;135-075;1500;128-038;718;150-100;675;2328
X21-135-075-1463734770;135-075;135-075;1771;128-038;662;075-025;647;2312
B108-053-013-1463736940;053-013;053-013;982;075-025;749;090-025;675;1788
B14-000-100-1463734010;000-100;000-100;1392;045-050;635;038-038;630;1901
X20-165-050-1463738120;165-050;165-050;722;183-013;695;120-025;678;1846
B14-000-100-1463736720;000-100;000-100;1418;038-038;625;128-013;624;1902
X6-030-025-1463738120;030-025;030-025;730;015-025;684;098-013;670;1466
X5-045-025-1463734160;045-025;045-025;730;023-013;667;090-025;658;1730
B108-053-013-1463736390;053-013;075-025;741;038-013;685;090-025;672;1793
X3-120-025-1463737860;120-025;120-025;702;098-013;691;135-025;674;1741
B109-038-038-1463737450;038-038;045-050;710;045-025;689;038-038;677;1623
MB17-090-050-1463734390;090-050;090-050;1406;098-013;659;180-025;645;2213
X25-015-075-1463734960;015-075;015-075;1636;030-100;657;000-050;656;1904
B103-180-050-1463733880;180-050;180-050;785;150-100;711;158-013;627;1409
X20-165-075-1463734180;165-075;165-075;1772;150-100;784;180-100;680;2008
X23-075-075-1463734130;075-075;075-075;1153;060-050;715;075-050;624;1734
B107-150-100-1463735000;150-100;150-100;1151;180-025;625;120-025;617;1258
B105-060-050-1463734130;060-050;060-050;713;068-038;656;075-050;647;1850
B102-030-000-1463733870;030-000;030-000;1642;068-013;654;075-025;648;2467
B104-120-050-1463734150;120-050;120-050;852;143-013;698;128-013;651;1739
B104-113-038-1463737860;113-038;105-025;792;120-050;764;113-038;735;2032
X7-183-038-1463737760;183-038;183-038;805;158-038;666;143-013;654;1791
B103-180-050-1463734300;180-050;165-025;709;180-050;706;183-013;691;1568
B17-060-000-1463734720;060-000;060-000;1313;105-025;719;083-013;687;3151
B106-083-038-1463737850;083-038;105-025;870;083-038;794;075-025;745;2222
MB17-090-050-1463737140;090-050;090-050;1288;083-013;765;128-038;683;2458
B16-120-000-1463735040;120-000;120-000;1417;105-025;657;083-038;652;3059
MB508-030-050-1463734980;030-050;030-050;1391;030-025;660;053-038;650;2546
B108-053-013-1463736600;053-013;053-013;914;075-075;713;030-100;680;1846
X1-165-025-1463736790;165-025;165-025;799;183-038;766;180-025;682;1787
B17-060-000-1463734910;060-000;060-000;1362;023-038;786;045-075;674;3618
B102-143-013-1463736970;143-013;068-038;700;083-013;681;143-013;680;2031
X1-165-025-1463737070;165-025;165-025;834;173-013;693;180-025;688;1399
B104-113-038-1463737950;113-038;113-038;756;105-025;734;090-100;688;1907
MB276-150-050-1463737910;150-050;150-050;1436;128-038;670;150-100;663;2763
B100-173-038-1463737800;173-038;165-025;758;173-038;744;183-013;707;1847
B14-000-100-1463736940;000-100;000-100;1410;045-050;649;173-013;637;1841
X25-015-075-1463734970;015-075;015-075;1409;045-075;1013;030-100;687;2018
B100-150-000-1463734210;150-000;150-000;1581;183-038;679;173-038;645;2940
X5-045-025-1463734760;045-025;045-025;733;015-050;659;075-050;651;1573
X6-030-025-1463738100;030-025;015-025;796;030-025;762;015-050;663;1267
B106-000-050-1463734950;000-050;000-050;1077;015-050;714;045-050;666;1408
X24-045-075-1463734580;045-075;045-075;1234;075-075;701;060-050;630;1847
B17-060-000-1463734170;060-000;060-000;1391;023-038;681;083-013;668;3456
X21-135-050-1463738020;135-050;158-013;710;120-050;699;135-050;697;2280
B105-060-050-1463734040;060-050;060-050;725;075-075;623;045-050;617;1361
B106-000-050-1463734340;000-050;000-050;1073;015-050;724;045-050;649;1253
B101-158-013-1463737100;158-013;183-013;800;150-025;751;165-025;665;1408
X6-015-025-1463736440;015-025;045-025;709;090-025;700;098-013;681;1571
B16-120-000-1463738160;120-000;120-000;1358;083-013;668;165-050;655;3151
X22-105-050-1463737840;105-050;105-050;768;090-025;665;128-013;643;1219
B17-060-000-1463733900;060-000;060-000;1362;045-000;681;075-075;672;3229
MB291-180-100-1463733790;180-100;180-100;1428;150-100;649;128-013;623;1554
X5-045-025-1463736650;045-025;045-025;725;045-075;680;030-025;663;1851
X20-165-075-1463734620;165-075;165-075;869;150-100;847;135-075;667;1945
X2-135-025-1463734930;135-025;150-025;732;135-025;689;165-025;663;1314
X23-075-050-1463737680;075-050;075-050;791;090-025;704;135-025;667;1317
B11-180-000-1463738060;180-000;180-000;1468;098-013;662;083-038;651;2615
B16-120-000-1463736690;120-000;120-000;1367;120-050;676;083-013;668;3146
MB315-120-100-1463736650;120-100;120-100;1433;150-100;653;180-100;645;1893
X24-045-000-1463736370;045-000;045-000;1267;090-025;690;075-025;669;1870
MB17-090-050-1463734570;090-050;090-050;1389;180-025;644;105-050;631;2223
X25-015-050-1463737570;015-050;015-050;777;030-025;725;075-050;589;1082
X3-120-025-1463737620;120-025;105-025;752;105-000;733;120-025;723;2026
B109-030-100-1463733890;030-100;030-100;1024;060-050;639;090-100;579;1260
B109-030-100-1463734740;030-100;030-100;891;060-050;655;045-050;652;1164
X4-075-025-1463737100;075-025;075-025;788;098-013;751;075-050;667;1627
B101-158-013-1463736780;158-013;183-013;725;150-025;709;183-038;695;1515
X4-075-025-1463733990;075-025;075-025;943;038-013;676;075-050;673;1509
X6-015-025-1463736630;015-025;030-025;734;045-025;717;045-050;664;1625
MB276-150-050-1463737450;150-050;150-050;1428;128-038;687;150-100;663;2764
X25-015-075-1463735040;015-075;015-075;1645;000-050;802;030-100;676;1723
B105-098-038-1463737440;098-038;083-038;792;090-100;790;098-038;701;1971
B102-030-000-1463734270;030-000;030-000;1523;045-000;855;015-000;676;2730
X1-165-025-1463736370;165-025;165-025;754;180-025;717;173-038;690;1441
X8-023-038-1463737930;023-038;023-038;841;030-025;689;045-025;686;1730
X25-015-000-1463736980;015-000;015-000;1443;030-025;688;030-000;659;1724
X3-120-025-1463737440;120-025;120-025;783;105-025;738;128-013;715;1788
X1-165-025-1463736420;165-025;165-025;758;158-038;670;173-038;664;1497
MB315-120-100-1463734790;120-100;120-100;1417;128-038;643;030-025;639;1955
B101-158-013-1463736430;158-013;158-013;678;128-013;659;183-038;653;1794
X20-165-075-1463734560;165-075;165-075;880;150-100;748;135-075;734;2127
B102-030-000-1463734590;030-000;030-000;1535;075-075;773;053-038;651;2740
X2-135-025-1463734870;135-025;135-025;747;128-013;674;150-025;666;1628
B16-120-000-1463734300;120-000;120-000;1412;128-038;657;030-025;652;3137
MB508-030-050-1463737000;030-050;030-050;1383;075-075;696;098-013;636;2491
X23-075-050-1463738010;075-050;075-050;763;090-025;711;105-050;685;1368
B102-143-038-1463738130;143-038;183-038;718;158-038;689;128-038;669;1848
MB276-150-050-1463736750;150-050;150-050;1426;150-100;664;038-013;637;2763
X6-015-025-1463734520;015-025;015-025;957;015-050;649;075-050;603;949
X5-045-025-1463736790;045-025;045-025;759;098-013;660;030-025;651;1571
MB508-030-050-1463736880;030-050;030-050;1370;075-075;697;128-013;643;2491
B101-090-000-1463734350;090-000;090-000;1557;128-038;727;183-038;669;3265
B104-120-050-1463734920;120-050;128-013;680;120-050;671;098-013;662;1739
B11-180-000-1463734460;180-000;180-000;1454;183-038;658;173-013;629;2615
X22-105-000-1463736700;105-000;105-000;869;113-013;717;128-013;695;2081
B14-000-100-1463734920;000-100;000-100;1389;173-013;628;038-038;628;1964
X25-015-000-1463736430;015-000;015-000;998;030-025;713;090-025;655;1780
X23-075-050-1463737950;075-050;075-025;799;075-050;758;060-050;666;1517
X2-150-025-1463738170;150-025;150-025;770;135-025;740;105-050;686;1359
B107-068-038-1463738180;068-038;068-038;974;045-025;662;075-050;647;2096
B107-150-100-1463735100;150-100;150-100;1171;180-050;725;165-075;664;1183
MB276-150-050-1463734220;150-050;150-050;1401;183-038;666;128-038;644;2909
X2-135-025-1463736800;135-025;128-013;735;143-013;669;105-050;652;1572
X20-165-075-1463734610;165-075;165-075;1142;150-100;787;128-038;661;2009
X6-015-025-1463736970;015-025;030-025;743;015-025;680;090-025;677;1571
X7-183-013-1463736580;183-013;183-013;826;165-025;705;180-025;678;1517
MB291-180-100-1463737930;180-100;180-100;1466;150-100;627;000-100;624;1550
X2-135-025-1463734200;135-025;135-025;717;098-013;659;150-025;651;1629
X6-030-025-1463737910;030-025;030-025;818;015-025;710;023-038;647;1356
X23-075-050-1463737580;075-050;075-050;836;105-050;654;090-025;649;1131
B16-120-000-1463736370;120-000;120-000;1409;098-013;657;165-050;650;2843
B103-128-013-1463736840;128-013;128-013;724;183-013;689;150-100;666;1468
X1-180-025-1463737910;180-025;165-025;826;150-025;702;180-025;662;1311
X6-015-025-1463734380;015-025;015-025;933;045-050;694;030-025;661;1072
B107-068-013-1463736780;068-013;068-013;850;075-025;850;090-025;664;2151
MB315-120-100-1463738030;120-100;120-100;1469;098-013;644;128-013;640;1834
X1-165-025-1463734920;165-025;165-025;789;180-025;710;180-050;694;1463
X20-165-000-1463736610;165-000;165-000;835;165-025;740;150-025;649;1707
B14-000-100-1463737670;000-100;000-100;1435;128-013;635;143-013;631;1888
X21-135-075-1463733900;135-075;135-075;1462;128-038;669;150-100;665;2394
X25-015-050-1463737720;015-050;015-050;729;015-025;720;038-038;648;1171
MB315-120-100-1463736620;120-100;120-100;1447;098-013;633;180-100;633;1894
X8-023-038-1463738100;023-038;023-038;1380;045-050;714;030-025;690;1783
X6-015-025-1463736960;015-025;030-025;752;038-013;709;090-025;689;1466
MB315-120-100-1463734970;120-100;120-100;1454;150-100;671;180-100;643;1832
B11-180-000-1463736550;180-000;180-000;1515;180-025;644;165-025;629;2342
X20-165-000-1463736440;165-000;165-000;835;150-100;771;150-000;683;2190
B11-180-000-1463734100;180-000;180-000;1428;173-013;649;183-013;634;2351
MB291-180-100-1463737590;180-100;180-100;1446;000-100;628;150-025;625;1545
X6-030-025-1463737610;030-025;030-025;767;045-050;692;015-025;692;1413
X2-135-025-1463734580;135-025;135-025;755;150-025;708;105-050;680;1368
B108-053-013-1463736570;053-013;075-050;690;090-025;666;060-050;658;1463
B105-098-038-1463737660;098-038;098-038;747;068-038;715;075-025;677;2031
B11-180-000-1463734410;180-000;180-000;1418;150-000;659;183-038;655;2686
B14-000-100-1463737000;000-100;000-100;1434;128-013;631;030-025;628;1783
X25-015-000-1463736790;015-000;015-000;1008;030-025;650;128-013;622;1668
X4-075-025-1463734050;075-025;075-025;879;090-025;690;045-050;676;1515
X23-075-000-1463736990;075-000;075-000;705;075-025;690;090-025;667;2091
B102-143-038-1463737830;143-038;143-038;751;183-038;705;158-038;678;2080
X2-135-025-1463734370;135-025;135-025;708;075-050;638;128-013;632;1630
X4-075-025-1463736440;075-025;075-025;850;038-013;693;090-025;655;1970
X21-135-000-1463736790;135-000;113-013;758;135-000;723;128-013;658;1719
MB17-090-050-1463734460;090-050;090-050;1373;180-025;648;128-038;631;2290
X5-090-025-1463737890;090-025;090-025;809;015-025;688;045-050;684;1363
MB315-120-100-1463734310;120-100;120-100;1475;150-100;648;180-100;638;1774
B16-120-000-1463737610;120-000;120-000;1369;173-013;647;128-038;641;2989
X20-165-050-1463738100;165-050;165-050;826;183-013;661;105-025;653;2026
X3-105-025-1463734810;105-025;105-025;1050;120-025;702;075-025;700;1967
MB291-180-100-1463734650;180-100;180-100;1370;128-013;634;075-050;627;1669
X7-183-038-1463737470;183-038;183-038;848;165-025;693;158-013;688;1955
X25-015-000-1463736560;015-000;015-000;1336;030-025;678;090-025;670;1896
X6-015-025-1463736550;015-025;045-025;770;030-025;704;098-013;674;1629
B100-150-000-1463734000;150-000;150-000;1693;120-050;739;105-075;672;2875
X4-090-025-1463737710;090-025;075-050;759;090-025;758;105-050;646;1410
X20-165-075-1463734250;165-075;165-075;1730;150-100;874;180-100;675;1885
B100-173-013-1463736780;173-013;165-025;834;173-013;694;165-050;668;1507
X8-023-038-1463737540;023-038;023-038;925;023-013;762;030-025;678;1908
X20-165-000-1463736910;165-000;165-000;873;150-000;709;173-013;675;2072
X21-135-075-1463735090;135-075;135-075;1542;105-075;772;120-050;664;2455
X4-075-025-1463734410;075-025;075-025;977;045-050;658;090-025;636;1507
B13-000-000-1463736780;000-000;000-000;1467;015-000;662;183-013;637;2689
B17-060-000-1463736680;060-000;060-000;1376;023-038;687;083-013;668;3386
X23-075-050-1463737860;075-050;075-050;769;090-025;706;105-050;674;1318
B13-000-000-1463737140;000-000;000-000;1408;015-000;656;150-025;654;2632
MB291-180-100-1463736670;180-100;180-100;1389;038-038;643;143-013;631;1765
X23-075-000-1463736850;075-000;075-000;865;090-025;695;105-025;668;1967
B104-113-013-1463736760;113-013;113-013;738;120-050;660;158-013;657;1844
X24-045-050-1463737730;045-050;045-050;714;038-038;708;075-025;693;1406
X1-165-025-1463734840;165-025;165-025;828;183-013;716;180-025;664;1512
X8-023-038-1463737830;023-038;023-038;1094;030-000;785;053-038;711;2212
X3-120-025-1463738000;120-025;120-025;838;150-025;662;135-025;662;1732
B101-158-038-1463737840;158-038;158-038;853;150-100;679;183-038;664;1609
MB276-150-050-1463737540;150-050;150-050;1398;128-038;692;150-100;669;2763
MB508-030-050-1463737460;030-050;030-050;1420;090-025;652;045-050;649;2352
B101-090-000-1463734200;090-000;090-000;1426;023-038;744;068-038;720;3345
MB508-030-050-1463737650;030-050;030-050;1392;023-038;676;128-013;656;2489
X24-045-075-1463734560;045-075;045-075;1418;045-025;691;053-038;648;2217
X4-090-025-1463737930;090-025;090-025;699;075-050;698;098-013;664;1468
B11-180-000-1463737850;180-000;180-000;1421;128-013;638;113-013;629;2416
MB276-150-050-1463735000;150-050;150-050;1448;150-100;678;128-038;649;2691
X24-045-000-1463736890;045-000;045-000;837;030-025;680;038-013;661;1955
B108-053-038-1463737970;053-038;023-038;825;053-038;789;068-038;715;1902
B106-000-050-1463733920;000-050;000-050;910;030-000;716;015-050;712;1387
X6-015-025-1463736560;015-025;023-038;745;045-025;706;030-025;706;1792
B102-143-013-1463736390;143-013;143-013;746;120-050;696;128-013;694;1738
MB315-120-100-1463737870;120-100;120-100;1448;098-013;632;180-100;627;1893
B102-030-000-1463734190;030-000;030-000;1450;045-000;883;053-013;690;2735
B102-143-038-1463738050;143-038;143-038;750;128-038;689;135-050;683;2207
B11-180-000-1463738180;180-000;180-000;1437;183-038;642;173-013;638;2351
X21-135-050-1463737620;135-050;135-050;782;105-025;737;165-050;676;2212
B13-000-000-1463734490;000-000;000-000;1419;015-000;662;183-013;631;2700
B106-000-050-1463733960;000-050;015-050;765;045-050;691;030-025;665;1303
B106-083-038-1463737660;083-038;120-050;840;083-038;800;083-013;707;2097
X8-023-038-1463737770;023-038;023-038;976;030-025;732;038-038;710;1679
B11-180-000-1463736380;180-000;180-000;1466;183-038;666;173-013;639;2546
B13-000-000-1463737880;000-000;000-000;1467;015-000;662;183-013;637;2689
B107-068-013-1463736420;068-013;075-025;779;068-013;709;090-025;655;1782
X25-015-075-1463734620;015-075;015-075;1523;045-075;1120;053-038;668;2338
X21-135-075-1463734690;135-075;135-075;1365;105-075;765;150-100;730;2266
X8-023-013-1463736660;023-013;023-013;809;045-025;715;030-025;687;1623
X5-090-025-1463738020;090-025;090-025;800;045-050;624;053-013;621;1516
B101-158-013-1463736820;158-013;158-013;800;150-100;778;183-038;649;1789
X1-165-025-1463736430;165-025;165-025;761;183-038;717;180-025;671;1663
B101-158-013-1463736800;158-013;158-013;795;150-025;736;135-025;722;1566
B101-090-000-1463734140;090-000;090-000;1499;045-000;782;068-038;721;3496
X2-135-025-1463733900;135-025;135-025;735;150-025;646;075-050;629;1576
X4-075-025-1463734870;075-025;075-025;1038;045-050;667;075-050;615;1403
B105-060-050-1463734650;060-050;060-050;707;030-025;658;075-050;647;1682
X25-015-075-1463734740;015-075;015-075;1413;000-050;798;030-025;667;1902
X20-165-050-1463737440;165-050;180-025;719;158-013;710;165-025;688;1839
X24-045-050-1463738180;045-050;045-050;819;038-013;668;038-038;660;1411
MB508-030-050-1463734460;030-050;030-050;1337;015-075;1055;023-038;678;2631
B105-098-038-1463737710;098-038;098-038;842;083-013;724;113-038;657;2152
X22-105-000-1463737060;105-000;105-000;814;075-025;673;128-013;653;1848
B103-180-050-1463734420;180-050;180-050;784;158-038;679;150-100;678;1507
B101-090-000-1463733970;090-000;090-000;1553;068-038;740;083-013;681;3343
B13-000-000-1463734560;000-000;000-000;1453;183-013;648;090-025;642;2690
X20-165-050-1463737940;165-050;165-050;828;183-038;789;165-025;658;2087
MB508-030-050-1463738150;030-050;030-050;1425;045-050;644;090-025;632;2351
X8-023-013-1463737010;023-013;023-013;849;023-038;791;053-038;695;1904
B100-150-000-1463733780;150-000;150-000;1618;105-075;693;135-000;663;2796
X20-165-075-1463733950;165-075;165-075;836;150-100;779;135-075;693;2125
B107-150-100-1463734930;150-100;150-100;1124;180-050;625;128-038;618;1351
X25-015-000-1463736640;015-000;015-000;849;030-025;670;030-000;658;1962
MB508-030-050-1463733780;030-050;030-050;1393;045-050;653;128-013;643;2419
B102-143-038-1463738150;143-038;183-038;675;143-038;669;128-038;662;1961
X24-045-075-1463734710;045-075;045-075;1391;030-100;638;083-013;630;1969
B108-053-013-1463736910;053-013;053-013;961;075-075;693;045-050;679;1903
B100-150-000-1463734290;150-000;150-000;1680;090-000;765;105-025;714;3335
X3-105-025-1463733900;105-025;105-025;746;128-013;718;120-050;713;1626
MB508-030-050-1463735080;030-050;030-050;1379;075-075;691;098-013;643;2549
X20-165-075-1463734910;165-075;165-075;1127;150-100;766;128-038;644;2068
B11-180-000-1463734600;180-000;180-000;1502;128-013;639;183-013;628;2473
B105-060-050-1463734710;060-050;090-025;722;060-050;690;045-050;674;1417
B104-113-038-1463737620;113-038;105-025;778;150-100;759;128-038;742;2150
X4-075-025-1463733790;075-025;075-025;807;075-050;710;090-025;666;1312
X24-045-075-1463734090;045-075;045-075;889;083-038;675;098-013;664;1912
X22-105-050-1463738130;105-050;105-050;727;090-025;709;075-050;687;1086
MB276-150-050-1463738160;150-050;150-050;1407;128-038;671;150-100;649;2837
X4-075-025-1463733860;075-025;075-025;964;038-013;673;090-025;671;1512
B109-038-038-1463738000;038-038;045-050;748;038-038;734;045-025;710;1624
X20-165-075-1463734140;165-075;165-075;1658;150-100;765;128-038;686;2069
X6-030-025-1463738060;030-025;030-025;807;045-050;665;098-013;661;1464
B107-068-038-1463737860;068-038;068-038;971;098-038;852;120-050;728;2280
MB315-120-100-1463735080;120-100;120-100;1452;150-100;676;180-100;655;1772
B14-000-100-1463734110;000-100;000-100;1412;045-050;651;173-013;634;1839
B14-000-100-1463734800;000-100;000-100;1423;045-050;657;173-013;645;1889
B16-120-000-1463734880;120-000;120-000;1384;135-050;665;128-038;645;3074
B101-158-013-1463736970;158-013;158-013;727;183-013;724;135-050;692;1672
X23-075-075-1463734090;075-075;075-075;1629;045-025;653;045-050;641;1615
B11-180-000-1463734010;180-000;180-000;1440;120-050;650;075-050;642;2543
B109-030-100-1463734450;030-100;030-100;1078;045-050;620;015-050;605;1260
X2-135-025-1463736860;135-025;135-025;719;143-013;672;120-050;626;1408
B104-113-038-1463737510;113-038;105-025;776;113-038;766;120-050;728;2092
X21-135-000-1463737090;135-000;135-000;731;173-013;687;143-013;678;2013
X8-023-013-1463736430;023-013;023-013;853;045-025;708;030-025;675;1850
B14-000-100-1463737060;000-100;000-100;1416;128-013;633;038-038;633;1951
MB276-150-050-1463736600;150-050;150-050;1426;150-100;664;038-013;637;2763
X5-045-025-1463736930;045-025;045-050;697;045-025;692;120-050;680;1910
X25-015-000-1463737110;015-000;015-000;1496;090-025;689;030-025;688;1777
B107-150-100-1463734960;150-100;150-100;1163;158-038;658;183-038;644;1403
X7-183-038-1463738140;183-038;183-038;872;158-038;693;158-013;691;1786
X1-180-025-1463737570;180-025;165-025;748;180-050;721;180-025;678;1504
B107-068-038-1463737760;068-038;068-038;829;045-025;656;030-025;651;1910
X25-015-050-1463737820;015-050;015-050;756;015-025;736;045-050;679;1128
B103-128-013-1463736530;128-013;128-013;750;120-050;694;113-013;659;1573
X20-165-050-1463737710;165-050;135-025;689;165-025;686;180-025;674;1730
X24-045-075-1463734850;045-075;045-075;1753;075-075;931;068-038;672;2082
B102-143-013-1463737070;143-013;165-025;710;120-050;700;143-013;697;1675
B106-083-013-1463736570;083-013;105-025;793;098-013;695;075-025;676;1732
B102-030-000-1463734410;030-000;030-000;1603;023-013;677;053-013;675;2465
X20-165-000-1463736830;165-000;165-000;819;158-013;686;173-013;649;1939
B109-030-100-1463734870;030-100;030-100;1022;060-050;614;090-025;586;1262
B100-150-000-1463733900;150-000;150-000;1819;183-038;693;135-000;661;2720
X1-180-025-1463738090;180-025;165-025;845;120-050;684;180-025;683;1398
X5-045-025-1463736390;045-025;045-025;725;150-025;635;030-025;630;1740
B105-060-050-1463733930;060-050;098-013;695;090-025;689;053-038;647;1627
B103-180-050-1463734490;180-050;150-100;984;180-050;776;128-038;679;1508
B100-173-013-1463737090;173-013;173-013;795;165-025;712;183-013;664;1840
B106-000-050-1463734160;000-050;000-050;1061;045-050;729;015-050;697;1456
MB276-150-050-1463737470;150-050;150-050;1426;150-100;664;038-013;637;2763
X6-030-025-1463738200;030-025;030-025;773;015-025;760;045-050;696;1263
X5-045-025-1463733860;045-025;045-025;842;045-050;710;090-025;668;1794
MB291-180-100-1463737600;180-100;180-100;1476;000-100;637;098-013;633;1534
B107-150-100-1463734050;150-100;150-100;1112;180-050;634;128-038;586;1360
X5-045-025-1463733840;045-025;015-050;671;098-013;652;038-013;648;1418
X3-120-025-1463738200;120-025;128-013;711;113-013;694;120-025;687;1789
X1-165-025-1463736470;165-025;165-025;773;180-025;691;165-050;674;1667
X21-135-050-1463737810;135-050;135-050;791;150-100;756;158-013;735;2082
B100-173-038-1463737550;173-038;173-038;778;158-013;741;165-025;695;1843
B109-038-038-1463737590;038-038;023-038;978;030-025;722;075-025;702;1730
B105-098-038-1463737650;098-038;045-075;1026;098-038;826;105-025;698;2089
X23-075-050-1463737500;075-050;075-050;787;098-013;675;105-050;622;1130
B108-090-100-1463734110;090-100;090-100;877;128-038;699;083-038;635;1914
X3-105-025-1463735010;105-025;105-025;770;090-025;676;120-025;654;1855
X23-075-075-1463733980;075-075;075-075;1091;030-100;740;060-050;670;1850
X6-030-025-1463737990;030-025;030-025;818;015-025;775;015-050;673;1363
B106-000-050-1463734990;000-050;000-050;948;023-038;691;015-075;674;1784
B14-000-100-1463736800;000-100;000-100;1401;030-100;648;128-013;630;1898
X6-015-025-1463736790;015-025;015-025;786;030-025;708;098-013;663;1363
B102-143-013-1463737010;143-013;183-013;723;128-013;695;165-025;687;1792
X25-015-050-1463737670;015-050;015-025;908;030-025;673;015-050;625;1076
B107-068-013-1463736810;068-013;075-025;812;068-013;779;053-013;696;1786
X6-030-025-1463737870;030-025;030-025;846;045-050;685;015-025;654;1410
B13-000-000-1463737850;000-000;000-000;1435;015-000;691;075-050;641;2619
B107-068-038-1463737870;068-038;068-038;1052;023-038;731;120-050;710;2090
X25-015-075-1463733850;015-075;015-075;1444;045-075;1368;000-050;787;2080
B101-090-000-1463734280;090-000;090-000;1406;068-038;736;105-025;709;3192
