docname;main;choice1;level1;choice2;level2;choice3;level3;docbagsize
B101-090-000-1463734050;090-000;090-000;1495;120-000;974;030-050;758;1042
B14-000-100-1463737920;000-100;000-100;1337;105-050;673;053-013;666;1046
MB17-090-050-1463734810;090-050;090-050;733;135-025;684;105-025;684;508
B13-000-000-1463735010;000-000;000-000;1373;053-013;664;105-050;659;1290
X24-045-050-1463737880;045-050;015-025;826;015-050;734;038-038;719;467
B102-143-013-1463736540;143-013;090-100;764;053-013;712;105-025;699;597
X20-165-050-1463738150;165-050;165-025;738;143-013;704;165-050;687;732
B11-180-000-1463734240;180-000;180-000;1425;053-013;682;090-100;675;1330
B17-060-000-1463734050;060-000;060-000;788;053-013;689;038-038;688;753
B16-120-000-1463734010;120-000;120-000;1310;143-013;688;053-013;675;912
B107-068-013-1463736450;068-013;090-050;733;135-025;684;105-025;684;508
B106-000-050-1463734600;000-050;000-050;1042;015-075;686;015-050;658;827
B13-000-000-1463734260;000-000;000-000;1376;030-000;710;053-013;664;1344
B105-098-038-1463738040;098-038;053-013;736;105-000;690;105-025;689;656
X4-075-025-1463736550;075-025;053-013;713;083-013;701;105-025;688;656
X7-183-013-1463736410;183-013;165-025;698;180-025;689;143-013;685;655
B14-000-100-1463736550;000-100;000-100;1306;038-038;681;105-050;678;1120
B107-150-100-1463734590;150-100;150-100;816;143-038;695;113-038;672;580
X20-165-075-1463734230;165-075;165-075;1317;135-075;703;053-013;683;834
B101-090-000-1463734650;090-000;090-000;1224;030-050;831;068-038;784;934
MB17-090-050-1463734830;090-050;090-050;703;053-013;700;105-025;682;536
X25-015-075-1463734900;015-075;015-075;793;053-013;661;000-100;633;668
X3-105-025-1463734960;105-025;135-025;716;120-025;690;105-025;688;588
X21-135-075-1463734590;135-075;135-075;824;143-038;706;180-050;661;672
B13-000-000-1463734450;000-000;000-000;1410;030-000;693;053-013;666;1377
X23-075-000-1463737100;075-000;053-013;718;105-025;699;135-025;695;594
X20-165-050-1463738110;165-050;143-013;711;180-025;702;165-025;669;731
X6-015-025-1463736450;015-025;015-050;772;045-025;689;038-038;686;587
B109-030-100-1463734510;030-100;030-100;750;090-100;712;053-013;699;508
B107-068-038-1463738000;068-038;068-038;910;053-013;731;143-013;660;752
B108-053-038-1463738120;053-038;053-013;707;038-038;685;060-050;684;534
X4-075-025-1463734790;075-025;075-025;726;105-050;702;053-013;701;451
X5-045-025-1463737090;045-025;023-038;732;038-038;700;053-013;698;746
X25-015-075-1463734020;015-075;015-075;1366;000-050;736;090-100;648;814
B108-053-038-1463738190;053-038;060-000;1096;053-013;699;083-013;682;788
B11-180-000-1463734990;180-000;180-000;1362;053-013;683;120-000;667;1435
X23-075-075-1463734920;075-075;090-100;773;075-075;726;053-013;707;596
B103-128-038-1463737450;128-038;143-038;718;128-038;693;105-075;684;776
B104-113-038-1463737910;113-038;090-100;730;113-038;730;053-013;695;563
B13-000-000-1463737120;000-000;000-000;1430;015-050;659;053-013;658;1268
B17-060-000-1463734530;060-000;060-000;1103;023-038;698;053-013;696;783
X4-090-025-1463737890;090-025;060-050;707;090-025;703;105-050;700;380
B13-000-000-1463734040;000-000;000-000;1410;030-000;693;053-013;666;1377
B101-090-000-1463734780;090-000;090-000;1029;143-013;700;068-038;682;967
MB276-150-050-1463736610;150-050;150-050;1333;173-038;702;135-075;690;881
B17-060-000-1463737140;060-000;023-038;732;038-038;700;053-013;698;746
X4-075-025-1463736530;075-025;053-013;735;105-050;711;090-025;699;480
B107-150-100-1463734390;150-100;150-100;906;090-100;669;143-038;666;522
X4-075-025-1463736390;075-025;105-025;700;135-025;699;090-050;696;535
B109-030-100-1463733790;030-100;030-100;1034;053-013;701;090-025;677;339
X25-015-000-1463736480;015-000;030-000;853;015-000;852;015-050;721;747
B17-060-000-1463734610;060-000;023-038;732;038-038;700;053-013;698;746
B17-060-000-1463733790;060-000;060-000;1149;053-013;702;038-038;693;752
X3-105-025-1463736490;105-025;105-025;704;113-038;690;135-025;686;592
X6-015-025-1463734050;015-025;015-025;872;038-038;677;053-013;677;457
B17-060-000-1463736440;060-000;060-000;1096;053-013;699;083-013;682;788
X23-075-000-1463736840;075-000;053-013;759;090-100;693;105-025;684;597
X23-075-000-1463736940;075-000;090-100;754;053-013;728;090-050;727;511
X4-075-025-1463733930;075-025;053-013;750;075-025;706;105-050;699;536
B13-000-000-1463733830;000-000;000-000;1410;030-000;693;053-013;666;1377
B100-173-013-1463737080;173-013;173-013;720;165-025;692;165-050;684;790
B102-143-038-1463737990;143-038;173-038;751;135-075;734;143-013;712;803
B103-128-013-1463736790;128-013;135-025;735;120-100;695;120-025;690;558
MB315-120-100-1463737030;120-100;120-100;917;135-025;666;090-100;654;423
X23-075-050-1463737760;075-050;053-013;714;105-050;701;060-050;698;430
X8-023-013-1463737030;023-013;015-050;782;023-013;666;000-050;663;610
X21-135-075-1463734250;135-075;135-075;781;143-038;686;143-013;663;761
B107-068-038-1463737480;068-038;068-038;775;053-013;736;045-000;692;722
B11-180-000-1463737570;180-000;180-000;1384;053-013;670;090-100;667;1327
X2-135-025-1463734380;135-025;135-025;725;143-013;719;180-050;681;614
MB315-120-100-1463736820;120-100;120-100;917;135-025;666;090-100;654;423
MB17-090-050-1463734800;090-050;090-050;735;053-013;699;105-050;683;507
X23-075-075-1463734270;075-075;090-100;753;053-013;729;060-050;666;597
X24-045-000-1463736800;045-000;053-013;701;045-025;696;015-050;695;624
MB508-030-050-1463736690;030-050;015-050;727;053-013;673;045-025;672;621
X4-090-025-1463737900;090-025;053-013;719;090-100;707;075-050;673;370
B108-053-038-1463737880;053-038;053-013;714;105-050;701;098-038;675;506
B105-060-050-1463734730;060-050;053-013;711;090-025;705;105-050;691;452
MB315-120-100-1463733820;120-100;120-100;860;090-100;669;105-050;647;451
MB315-120-100-1463737710;120-100;120-100;860;090-100;669;105-050;647;451
X5-090-025-1463737530;090-025;053-013;717;105-050;706;090-025;704;428
X20-165-000-1463737080;165-000;165-000;1061;165-025;686;173-013;653;770
B102-143-038-1463737910;143-038;143-038;744;135-075;731;180-050;717;631
MB508-030-050-1463737480;030-050;030-050;1085;015-050;701;053-013;689;715
X6-015-025-1463734550;015-025;015-025;889;038-038;686;015-050;669;480
B104-113-013-1463736510;113-013;105-050;698;053-013;680;113-013;672;425
MB508-030-050-1463736400;030-050;030-050;1078;053-013;725;045-000;650;653
B106-083-038-1463738000;083-038;090-100;725;053-013;696;045-075;682;690
MB508-030-050-1463737020;030-050;030-050;1134;053-013;706;015-050;687;684
B100-150-000-1463734100;150-000;150-000;1604;150-050;954;173-038;704;1231
B17-060-000-1463734400;060-000;060-000;1053;053-013;694;083-013;672;820
B108-090-100-1463734730;090-100;090-050;769;090-100;714;053-013;709;483
X4-075-025-1463734150;075-025;053-013;735;105-050;711;090-025;699;480
B108-053-013-1463736630;053-013;053-013;741;090-100;739;075-075;713;629
X25-015-075-1463733980;015-075;000-050;1056;015-075;810;015-050;669;803
MB291-180-100-1463736710;180-100;180-100;1406;053-013;670;105-050;657;943
B11-180-000-1463736770;180-000;180-000;1437;143-013;680;053-013;672;1276
MB276-150-050-1463737000;150-050;150-050;1382;173-038;683;143-013;680;914
B105-060-050-1463734140;060-050;053-013;713;060-050;710;105-050;688;428
B16-120-000-1463738030;120-000;120-000;1044;173-038;700;143-013;690;917
X4-075-025-1463734910;075-025;075-025;715;105-050;712;053-013;689;402
X25-015-075-1463734890;015-075;015-075;887;053-013;670;075-075;639;676
B106-083-013-1463737050;083-013;083-013;739;120-025;673;105-025;670;622
B13-000-000-1463734160;000-000;000-000;1410;030-000;693;053-013;666;1377
B100-173-038-1463737690;173-038;120-000;1131;173-038;723;143-013;690;950
X22-105-075-1463734060;105-075;105-075;718;173-038;710;183-038;688;963
X25-015-000-1463736940;015-000;015-000;889;105-050;673;038-038;669;680
B108-090-100-1463734980;090-100;090-100;795;053-013;705;105-025;688;567
B103-128-013-1463736580;128-013;143-013;730;128-013;678;120-025;677;680
B103-128-013-1463737120;128-013;068-038;724;105-000;716;053-013;703;619
MB17-090-050-1463736410;090-050;090-050;774;053-013;692;105-050;691;481
X20-165-075-1463734930;165-075;165-075;1773;053-013;675;143-038;666;832
MB17-090-050-1463734030;090-050;090-050;738;053-013;692;105-050;680;508
X8-023-038-1463737910;023-038;038-038;702;053-013;692;083-013;687;684
B17-060-000-1463736460;060-000;060-000;1096;053-013;699;083-013;682;788
B13-000-000-1463738130;000-000;000-000;1426;180-025;663;000-050;663;1315
B105-060-050-1463734670;060-050;053-013;707;090-025;693;060-050;687;376
MB508-030-050-1463733960;030-050;030-050;1129;053-013;699;015-050;675;687
MB508-030-050-1463734390;030-050;030-050;1134;053-013;706;015-050;687;684
B109-030-100-1463734900;030-100;030-100;841;053-013;659;090-100;650;470
X21-135-000-1463736910;135-000;135-000;770;173-013;696;143-013;695;862
B11-180-000-1463734730;180-000;180-000;1322;120-000;739;143-013;678;1296
X7-183-038-1463737510;183-038;143-013;717;183-038;700;143-038;697;810
X22-105-000-1463736660;105-000;105-025;726;053-013;718;090-100;698;626
B105-060-050-1463734840;060-050;090-100;716;060-050;714;053-013;713;482
B103-128-038-1463737550;128-038;113-038;682;135-025;675;143-013;674;587
MB276-150-050-1463734200;150-050;150-050;1366;173-038;686;053-013;686;922
B102-143-038-1463737850;143-038;143-038;732;150-100;715;180-050;680;674
X2-135-025-1463734400;135-025;113-038;706;120-100;699;135-025;695;555
X1-165-025-1463733810;165-025;143-013;712;173-038;689;143-038;676;886
MB17-090-050-1463734280;090-050;090-050;780;053-013;700;105-050;699;481
X1-180-025-1463737510;180-025;165-025;715;165-050;688;143-013;687;761
MB291-180-100-1463734640;180-100;180-100;1388;053-013;682;105-050;663;1018
B100-150-000-1463734440;150-000;150-000;1560;165-000;719;135-000;673;1170
X4-075-025-1463736500;075-025;105-050;718;075-025;718;053-013;705;340
B17-060-000-1463736700;060-000;060-000;791;023-038;731;053-013;696;747
B16-120-000-1463736650;120-000;120-000;1140;143-013;709;165-050;668;839
B101-158-013-1463736520;158-013;173-038;785;135-075;686;173-013;681;899
X8-023-013-1463737060;023-013;000-050;781;023-013;683;015-050;674;815
X5-045-025-1463736480;045-025;053-013;716;083-013;694;090-100;689;723
X5-045-025-1463734910;045-025;053-013;701;068-038;688;038-038;685;563
B101-158-013-1463736700;158-013;173-038;736;135-075;712;143-038;708;763
B100-173-038-1463738010;173-038;173-038;829;165-025;705;143-013;692;876
B103-128-038-1463738200;128-038;143-013;711;135-025;700;120-050;687;650
X8-023-013-1463736520;023-013;015-050;745;023-013;709;045-025;655;644
B108-090-100-1463734850;090-100;053-013;719;075-075;711;090-100;702;566
B107-150-100-1463734020;150-100;180-050;707;143-038;695;113-038;690;616
B105-098-038-1463738100;098-038;053-013;702;105-000;693;083-013;691;620
B106-083-038-1463737530;083-038;053-013;736;090-100;713;075-075;689;660
X20-165-000-1463736650;165-000;165-000;1061;173-013;676;158-038;638;715
B16-120-000-1463734690;120-000;120-000;1135;143-013;698;053-013;687;843
B108-090-100-1463734300;090-100;053-013;719;090-050;698;090-100;685;537
B105-060-050-1463734060;060-050;053-013;735;090-025;710;045-050;687;507
B14-000-100-1463734840;000-100;000-100;1392;068-038;681;038-038;667;896
MB291-180-100-1463734550;180-100;180-100;1368;053-013;675;143-013;664;1063
B102-030-000-1463734480;030-000;030-000;1384;030-050;836;045-075;723;928
B102-030-000-1463733860;030-000;030-000;1090;015-050;666;053-013;657;874
B16-120-000-1463737980;120-000;120-000;1088;143-013;705;053-013;675;880
B105-060-050-1463734540;060-050;090-100;716;060-050;714;053-013;713;482
B13-000-000-1463733890;000-000;000-000;1431;053-013;658;180-025;655;1322
B104-120-050-1463733840;120-050;143-013;698;143-038;682;113-038;677;644
X6-015-025-1463736900;015-025;015-025;748;038-038;719;030-025;704;461
X3-120-025-1463738010;120-025;135-025;718;113-038;699;120-100;692;560
B107-150-100-1463734200;150-100;150-100;827;090-100;718;120-100;718;500
B106-000-050-1463734770;000-050;000-050;1222;015-050;688;038-038;638;689
X6-030-025-1463737840;030-025;030-025;702;038-038;682;015-025;681;546
MB315-120-100-1463733990;120-100;120-100;902;135-025;674;090-100;662;398
X25-015-050-1463738170;015-050;015-050;834;015-025;716;038-038;649;517
B101-090-000-1463734340;090-000;090-000;1430;120-000;1037;060-000;839;1040
X3-120-025-1463737540;120-025;135-025;735;120-100;700;143-013;696;554
X23-075-075-1463734190;075-075;090-100;753;053-013;729;060-050;666;597
X20-165-075-1463733870;165-075;135-075;726;165-075;719;053-013;682;804
B108-053-038-1463737550;053-038;045-025;704;045-000;687;015-050;684;687
B102-030-000-1463735080;030-000;030-000;1090;015-050;666;053-013;657;874
X2-135-025-1463734540;135-025;135-025;716;143-013;709;113-038;691;587
B14-000-100-1463738090;000-100;000-100;1339;105-050;677;053-013;669;1073
B14-000-100-1463734650;000-100;000-100;1364;105-050;673;053-013;665;951
X8-023-013-1463736730;023-013;015-050;742;023-013;716;045-025;665;679
B17-060-000-1463736900;060-000;060-000;1103;023-038;698;053-013;696;783
B103-128-013-1463736470;128-013;105-025;700;135-025;699;090-050;696;535
X4-090-025-1463738060;090-025;075-025;771;053-013;735;105-050;697;450
MB276-150-050-1463737660;150-050;150-050;1382;173-038;683;143-013;680;914
X24-045-000-1463736540;045-000;030-050;775;053-013;726;068-038;704;688
B13-000-000-1463736570;000-000;000-000;1410;030-000;693;053-013;666;1377
B17-060-000-1463737660;060-000;060-000;1009;053-013;700;023-038;669;856
B106-000-050-1463734910;000-050;000-050;1137;015-050;656;015-075;654;756
B17-060-000-1463736980;060-000;060-000;1096;053-013;699;083-013;682;788
MB291-180-100-1463736360;180-100;180-100;1452;053-013;672;023-038;665;868
B109-038-038-1463738140;038-038;015-025;724;038-038;716;015-050;712;584
X6-015-025-1463733840;015-025;015-025;816;015-050;740;053-013;656;378
X6-015-025-1463736850;015-025;015-025;872;015-050;743;038-038;698;485
X3-105-025-1463736430;105-025;053-013;699;083-013;684;098-038;679;564
B102-143-013-1463736910;143-013;143-013;704;143-038;701;135-050;683;674
B105-098-013-1463736700;098-013;105-050;697;098-013;697;053-013;683;477
X5-045-025-1463734330;045-025;053-013;721;045-000;684;045-025;677;658
B101-090-000-1463733940;090-000;090-000;1532;068-038;729;143-013;686;1007
MB508-030-050-1463736830;030-050;015-050;744;038-038;693;045-025;686;619
X22-105-000-1463736460;105-000;068-038;724;105-000;716;053-013;703;619
X3-105-025-1463737060;105-025;053-013;746;090-100;699;105-025;691;659
X5-090-025-1463738170;090-025;053-013;735;090-100;721;060-050;681;567
B109-038-013-1463736650;038-013;060-050;729;090-100;724;053-013;712;402
X1-165-025-1463736550;165-025;165-025;732;173-038;724;158-013;664;807
B104-120-050-1463734290;120-050;113-038;699;053-013;688;105-025;683;501
B108-090-100-1463734820;090-100;090-100;764;075-075;756;053-013;719;567
B102-143-013-1463736930;143-013;143-013;710;135-025;704;180-050;690;609
X5-045-025-1463736370;045-025;038-038;741;053-013;687;015-025;676;616
B109-038-038-1463737940;038-038;038-038;723;053-013;681;105-050;676;617
B14-000-100-1463737050;000-100;000-100;1371;038-038;666;105-050;665;948
X25-015-050-1463738080;015-050;015-050;778;023-013;675;038-038;670;644
B107-150-100-1463734280;150-100;150-100;833;143-038;707;113-038;679;546
B11-180-000-1463736780;180-000;180-000;1444;053-013;680;143-013;675;1226
B105-098-038-1463737880;098-038;053-013;746;075-025;689;105-050;687;564
B108-090-100-1463734800;090-100;053-013;721;090-100;700;105-025;673;724
X25-015-050-1463738180;015-050;030-100;855;015-050;802;038-038;670;400
MB315-120-100-1463734530;120-100;120-100;720;105-050;664;105-025;642;374
B17-060-000-1463737070;060-000;060-000;1099;068-038;714;053-013;707;786
MB276-150-050-1463734980;150-050;150-050;1411;053-013;687;173-038;668;956
B105-060-050-1463734470;060-050;053-013;737;090-100;715;060-050;704;482
X21-135-075-1463733890;135-075;135-075;745;143-038;684;150-100;679;633
B109-038-013-1463736780;038-013;053-013;748;090-100;719;105-050;693;510
B101-158-038-1463737740;158-038;173-038;840;158-038;761;158-013;681;677
B109-038-013-1463737030;038-013;038-038;726;053-013;694;045-025;671;650
B103-180-050-1463734520;180-050;180-050;745;143-038;715;150-100;713;576
B16-120-000-1463737480;120-000;120-000;1099;143-013;697;165-050;664;870
B11-180-000-1463734960;180-000;180-000;1398;053-013;689;120-000;681;1416
X24-045-050-1463738190;045-050;053-013;722;045-050;708;090-100;673;424
MB508-030-050-1463736610;030-050;015-050;702;030-050;694;053-013;685;654
B104-120-050-1463733890;120-050;143-013;716;135-025;685;135-050;680;679
MB508-030-050-1463734350;030-050;030-050;1080;015-050;689;053-013;682;718
B102-030-000-1463734420;030-000;030-000;1744;030-050;812;053-013;671;955
X5-045-025-1463736360;045-025;045-075;719;045-025;690;083-013;685;721
B16-120-000-1463734190;120-000;120-000;1222;143-013;699;053-013;677;880
B108-053-038-1463737900;053-038;053-013;742;090-025;710;090-100;698;481
MB315-120-100-1463734620;120-100;120-100;917;135-025;666;090-100;654;423
B103-180-050-1463735100;180-050;105-050;694;030-100;679;135-025;644;85
X23-075-050-1463737530;075-050;060-050;737;053-013;696;090-100;683;404
B11-180-000-1463734810;180-000;180-000;1437;143-013;685;053-013;677;1307
B17-060-000-1463737050;060-000;060-000;1099;068-038;714;053-013;707;786
MB17-090-050-1463733890;090-050;090-050;816;105-050;692;053-013;684;455
B107-068-013-1463736650;068-013;135-025;710;105-025;701;120-100;693;560
B16-120-000-1463736830;120-000;120-000;1225;143-013;711;090-000;678;876
X25-015-000-1463736740;015-000;015-000;1118;090-100;677;053-013;665;727
MB291-180-100-1463734120;180-100;180-100;1407;053-013;667;143-038;659;1012
X21-135-050-1463737770;135-050;143-013;719;135-025;708;180-050;685;616
B13-000-000-1463734700;000-000;000-000;1430;015-050;659;053-013;658;1268
MB291-180-100-1463737830;180-100;180-100;1406;053-013;670;105-050;657;943
X3-105-025-1463734920;105-025;090-050;735;053-013;699;105-050;683;507
MB17-090-050-1463736680;090-050;090-050;816;105-050;692;053-013;684;455
X3-120-025-1463737730;120-025;143-013;705;135-025;705;105-025;689;591
MB291-180-100-1463738210;180-100;180-100;1384;053-013;663;143-038;658;986
X1-165-025-1463735000;165-025;165-025;730;180-025;693;143-013;687;691
X20-165-050-1463738210;165-050;165-050;704;143-013;696;173-038;695;878
X5-090-025-1463738180;090-025;053-013;734;068-038;686;090-100;677;566
B108-053-013-1463737050;053-013;053-013;742;075-025;698;105-025;696;566
B103-180-050-1463734990;180-050;180-050;761;120-100;740;135-025;702;524
MB17-090-050-1463734940;090-050;090-050;733;135-025;684;105-025;684;508
X5-090-025-1463737480;090-025;053-013;722;090-025;710;105-050;697;479
X6-015-025-1463736700;015-025;015-050;697;045-025;691;075-075;682;591
MB315-120-100-1463737450;120-100;120-100;917;135-025;666;090-100;654;423
X6-030-025-1463737510;030-025;038-038;696;105-050;674;053-013;667;612
X5-045-025-1463734170;045-025;053-013;701;045-025;696;015-050;695;624
B16-120-000-1463738200;120-000;120-000;1007;165-050;684;173-038;680;950
MB17-090-050-1463734680;090-050;090-050;774;053-013;692;105-050;691;481
B101-090-000-1463734240;090-000;090-000;1173;068-038;776;143-013;701;931
B106-083-038-1463737700;083-038;090-100;715;053-013;707;083-013;691;690
MB17-090-050-1463737960;090-050;105-050;689;053-013;688;135-025;666;454
X22-105-000-1463736470;105-000;143-013;715;105-000;707;053-013;685;683
B100-150-000-1463734920;150-000;150-000;1599;165-000;707;173-038;681;1182
B106-083-038-1463738200;083-038;053-013;717;090-100;695;045-000;677;691
X3-120-025-1463737450;120-025;143-013;725;135-025;706;128-013;677;589
B108-090-100-1463733920;090-100;053-013;734;090-100;695;105-025;675;725
MB508-030-050-1463736470;030-050;030-050;777;053-013;697;045-025;694;686
B103-128-013-1463736540;128-013;143-013;715;135-025;701;120-050;687;653
X23-075-050-1463737850;075-050;090-025;716;053-013;710;105-050;705;429
B103-128-038-1463737690;128-038;143-038;715;143-013;698;165-025;683;703
MB291-180-100-1463733780;180-100;180-100;1466;053-013;674;023-038;671;907
MB17-090-050-1463734760;090-050;090-050;742;053-013;708;105-050;698;508
B14-000-100-1463737780;000-100;000-100;1367;105-050;672;038-038;669;1022
B108-090-100-1463734600;090-100;053-013;737;090-100;735;075-075;718;568
X5-045-025-1463733920;045-025;038-038;721;015-025;695;053-013;692;559
B108-090-100-1463733830;090-100;090-100;783;053-013;733;075-075;682;568
X20-165-075-1463734310;165-075;135-075;709;165-075;689;150-050;684;839
B13-000-000-1463737930;000-000;000-000;1431;053-013;658;180-025;655;1322
B101-158-038-1463738110;158-038;173-038;783;143-013;713;135-075;702;841
MB315-120-100-1463733900;120-100;120-100;800;105-050;675;135-025;664;400
B13-000-000-1463734420;000-000;000-000;1410;030-000;693;053-013;666;1377
MB276-150-050-1463734500;150-050;150-050;1382;173-038;683;143-013;680;914
X3-105-025-1463734490;105-025;120-100;846;135-025;709;090-100;676;424
B17-060-000-1463736640;060-000;060-000;1099;068-038;714;053-013;707;786
X2-135-025-1463736450;135-025;120-100;769;105-025;678;135-025;677;504
X20-165-050-1463737750;165-050;143-013;712;165-050;686;053-013;672;842
B105-060-050-1463733990;060-050;053-013;721;060-050;693;090-100;687;479
MB508-030-050-1463736590;030-050;030-050;1190;015-050;706;053-013;692;652
B14-000-100-1463735100;000-100;000-100;1296;105-050;668;053-013;665;901
X3-120-025-1463737670;120-025;120-100;725;090-050;696;135-025;694;535
MB291-180-100-1463734270;180-100;180-100;1407;053-013;667;143-038;659;1012
B100-150-000-1463734670;150-000;150-000;1424;165-000;743;135-000;662;1123
X21-135-000-1463736400;135-000;135-000;819;165-000;685;053-013;677;956
X24-045-000-1463736560;045-000;053-013;725;068-038;715;045-000;694;792
B17-060-000-1463734970;060-000;060-000;1053;053-013;694;083-013;672;820
B100-150-000-1463734240;150-000;150-000;1380;165-000;710;173-038;687;1200
X4-090-025-1463737670;090-025;053-013;717;075-025;707;090-025;705;454
B11-180-000-1463737820;180-000;180-000;1437;143-013;680;053-013;672;1276
MB508-030-050-1463734010;030-050;030-050;1137;015-050;721;038-038;682;682
X5-090-025-1463738160;090-025;053-013;753;075-025;729;105-050;692;502
MB291-180-100-1463734910;180-100;180-100;1446;053-013;666;143-038;662;961
B106-000-050-1463735020;000-050;000-050;1194;015-050;673;023-013;642;667
B100-173-038-1463737900;173-038;173-038;783;143-013;713;135-075;702;841
B105-060-050-1463734370;060-050;060-050;710;053-013;709;090-100;687;508
B106-083-013-1463736810;083-013;090-100;731;053-013;709;083-013;680;626
B107-150-100-1463734270;150-100;150-100;808;135-075;689;143-038;688;610
MB276-150-050-1463737800;150-050;150-050;1282;173-038;787;143-013;698;916
B16-120-000-1463734740;120-000;120-000;1222;143-013;699;053-013;677;880
X1-165-025-1463736410;165-025;165-025;754;143-038;687;165-050;683;725
B103-128-038-1463737570;128-038;143-013;695;053-013;679;128-038;674;782
X6-015-025-1463733940;015-025;015-025;932;015-050;697;038-038;652;424
B13-000-000-1463737460;000-000;000-000;1431;053-013;658;180-025;655;1322
B100-150-000-1463734270;150-000;150-000;1467;165-000;732;173-038;691;1138
X22-105-075-1463734480;105-075;105-075;756;128-038;696;113-038;694;750
B107-150-100-1463734660;150-100;150-100;805;143-038;683;180-050;666;488
X22-105-050-1463738070;105-050;135-025;755;105-050;681;120-025;673;448
X24-045-000-1463736500;045-000;030-050;736;045-075;716;053-013;709;724
B102-143-038-1463738200;143-038;150-100;755;143-038;745;180-050;722;602
X6-015-025-1463736570;015-025;015-025;716;015-050;714;038-038;698;552
X21-135-075-1463734130;135-075;158-038;687;053-013;677;135-075;676;746
B106-083-038-1463737810;083-038;053-013;731;105-025;703;075-025;689;626
X3-120-025-1463737460;120-025;120-100;813;135-025;701;105-025;674;477
B17-060-000-1463737530;060-000;060-000;1096;053-013;699;083-013;682;788
B103-180-050-1463734540;180-050;180-050;725;158-038;713;143-038;703;527
B109-030-100-1463734940;030-100;030-100;815;090-100;693;053-013;672;504
X25-015-000-1463736450;015-000;015-000;1039;015-025;678;015-050;673;607
B102-143-013-1463736880;143-013;143-013;714;165-050;669;120-025;663;768
B108-090-100-1463734140;090-100;090-100;807;120-100;722;053-013;701;537
MB276-150-050-1463736490;150-050;150-050;1382;173-038;683;143-013;680;914
B106-083-038-1463737630;083-038;090-100;766;053-013;703;105-025;677;626
B17-060-000-1463736430;060-000;060-000;722;053-013;700;023-038;699;818
X20-165-050-1463737570;165-050;143-013;733;105-000;668;120-025;665;738
MB276-150-050-1463734800;150-050;150-050;1411;053-013;687;173-038;668;956
B17-060-000-1463738020;060-000;060-000;1096;053-013;699;083-013;682;788
B102-030-000-1463734720;030-000;030-000;937;015-050;685;023-013;662;769
MB17-090-050-1463737640;090-050;090-050;816;105-050;692;053-013;684;455
B11-180-000-1463734110;180-000;180-000;1422;090-100;679;053-013;676;1308
B17-060-000-1463736380;060-000;060-000;1096;053-013;699;083-013;682;788
X21-135-050-1463738180;135-050;113-038;698;120-050;691;143-038;671;642
MB291-180-100-1463737960;180-100;180-100;1405;053-013;675;143-038;666;1011
MB291-180-100-1463736380;180-100;180-100;1384;053-013;663;143-038;658;986
X20-165-050-1463737590;165-050;143-013;699;165-050;682;053-013;670;873
X20-165-050-1463738010;165-050;173-038;736;135-075;712;143-038;708;763
B104-113-013-1463736590;113-013;135-025;696;113-013;690;143-013;677;522
B13-000-000-1463734800;000-000;000-000;1397;030-000;675;053-013;670;1427
B11-180-000-1463737450;180-000;180-000;1425;053-013;682;090-100;675;1330
X24-045-000-1463736980;045-000;068-038;953;053-013;725;045-000;665;718
X22-105-050-1463738150;105-050;090-100;726;060-050;718;105-050;680;404
B106-083-013-1463736940;083-013;143-013;692;053-013;692;083-013;687;753
B16-120-000-1463736630;120-000;120-000;1140;143-013;709;165-050;668;839
MB276-150-050-1463736870;150-050;150-050;819;135-075;689;143-038;685;882
X4-075-025-1463736590;075-025;053-013;739;105-050;701;075-025;700;423
B17-060-000-1463735010;060-000;060-000;1103;023-038;698;053-013;696;783
B16-120-000-1463734340;120-000;120-000;1222;143-013;699;053-013;677;880
B14-000-100-1463734310;000-100;000-100;1367;105-050;672;038-038;669;1022
MB315-120-100-1463735030;120-100;120-100;815;135-025;726;105-025;678;476
B109-038-038-1463737990;038-038;060-000;793;023-038;738;083-013;697;711
B13-000-000-1463734780;000-000;000-000;1410;030-000;693;053-013;666;1377
B108-090-100-1463734150;090-100;090-100;750;090-050;728;053-013;700;510
B11-180-000-1463734120;180-000;180-000;1437;143-013;680;053-013;672;1276
B101-090-000-1463734320;090-000;090-000;1199;068-038;780;045-075;710;933
B14-000-100-1463734170;000-100;000-100;1337;105-050;673;053-013;666;1046
B17-060-000-1463737800;060-000;060-000;1096;053-013;699;083-013;682;788
B109-030-100-1463733800;030-100;030-100;913;090-100;751;053-013;668;419
B104-120-050-1463734850;120-050;135-025;735;120-100;700;143-013;696;554
B16-120-000-1463736790;120-000;120-000;1191;143-013;703;180-025;669;803
X2-135-025-1463735080;135-025;143-013;725;135-025;703;120-025;669;642
X1-165-025-1463735060;165-025;143-013;729;165-025;705;165-050;676;774
B14-000-100-1463736750;000-100;000-100;1366;105-050;668;053-013;663;996
B11-180-000-1463734820;180-000;180-000;1425;053-013;682;090-100;675;1330
B106-083-013-1463736850;083-013;083-013;739;120-025;673;105-025;670;622
B103-180-050-1463734950;180-050;135-025;732;150-025;688;143-013;683;539
B101-158-038-1463737620;158-038;143-013;718;135-050;690;143-038;682;709
B11-180-000-1463735040;180-000;180-000;1437;143-013;685;053-013;677;1307
B106-083-013-1463736700;083-013;083-013;722;090-100;697;053-013;681;752
X25-015-075-1463734150;015-075;000-050;1025;015-075;863;038-038;659;810
