docname;main;choice1;level1;choice2;level2;choice3;level3;docbagsize
B107-150-100-1463734850;150-100;150-100;753;135-075;740;143-038;673;534
B102-143-038-1463737890;143-038;143-038;732;150-100;715;180-050;680;674
B100-150-000-1463734770;150-000;150-000;1541;165-000;725;173-038;705;1157
X7-183-038-1463738020;183-038;173-038;809;165-025;698;183-038;688;917
MB508-030-050-1463736960;030-050;030-050;816;053-013;721;015-050;680;653
X22-105-050-1463737940;105-050;105-050;709;053-013;694;090-050;672;429
B101-090-000-1463734380;090-000;090-000;1766;060-000;767;030-050;694;1128
B105-098-013-1463736930;098-013;105-050;695;098-013;690;053-013;674;450
B17-060-000-1463737720;060-000;060-000;824;053-013;702;038-038;695;717
MB276-150-050-1463734290;150-050;150-050;1411;053-013;687;173-038;668;956
B16-120-000-1463736920;120-000;120-000;1191;143-013;703;180-025;669;803
MB508-030-050-1463737870;030-050;030-050;1190;015-050;706;053-013;692;652
X21-135-000-1463737030;135-000;135-000;882;165-000;686;143-013;678;883
B17-060-000-1463738050;060-000;060-000;1099;068-038;714;053-013;707;786
X23-075-050-1463738090;075-050;090-100;733;060-050;728;053-013;709;404
B101-090-000-1463734750;090-000;090-000;1113;030-050;828;068-038;749;937
B14-000-100-1463738200;000-100;000-100;1303;105-050;684;053-013;676;1096
B109-038-038-1463738180;038-038;053-013;704;083-013;701;038-038;692;655
MB291-180-100-1463736450;180-100;180-100;1466;053-013;674;023-038;671;907
B108-053-013-1463736750;053-013;053-013;749;090-100;709;075-075;699;598
B105-098-038-1463737570;098-038;053-013;750;075-025;706;105-050;699;536
B13-000-000-1463737560;000-000;000-000;1389;000-050;703;015-000;681;1230
B105-098-038-1463737900;098-038;083-013;704;053-013;695;045-025;691;623
B13-000-000-1463738010;000-000;000-000;1431;053-013;658;180-025;655;1322
X21-135-000-1463736560;135-000;135-000;901;143-013;683;173-013;679;815
B17-060-000-1463737490;060-000;060-000;1149;053-013;702;038-038;693;752
X25-015-050-1463737550;015-050;015-050;789;015-025;724;038-038;698;551
B106-083-013-1463736600;083-013;053-013;719;068-038;698;083-013;691;719
B107-068-038-1463738160;068-038;068-038;880;053-013;715;045-000;680;789
X23-075-050-1463737700;075-050;053-013;710;090-100;708;060-050;701;404
B102-030-000-1463734280;030-000;030-000;1651;045-075;704;053-013;677;956
B109-038-038-1463738020;038-038;030-050;819;015-050;714;038-038;703;651
B104-113-038-1463737580;113-038;090-100;764;053-013;712;105-025;699;597
X7-183-013-1463736850;183-013;165-025;795;180-050;683;143-013;675;592
B102-143-038-1463737880;143-038;143-038;750;135-075;708;143-013;673;689
X7-183-038-1463737460;183-038;143-013;717;183-038;693;165-050;686;848
B107-150-100-1463734790;150-100;135-075;741;150-100;714;143-038;664;602
X3-105-025-1463733890;105-025;135-025;701;053-013;697;105-025;692;532
X5-090-025-1463738100;090-025;053-013;742;090-025;710;090-100;698;481
B100-173-013-1463737100;173-013;173-013;741;165-025;715;180-025;661;667
X24-045-075-1463734040;045-075;015-075;821;045-075;724;053-013;690;721
B16-120-000-1463737130;120-000;120-000;1191;143-013;703;180-025;669;803
B107-150-100-1463733940;150-100;113-038;714;150-100;705;128-038;674;585
X22-105-050-1463738120;105-050;053-013;739;075-025;705;090-025;696;507
B100-173-038-1463738110;173-038;173-038;718;143-038;696;143-013;689;924
MB291-180-100-1463737900;180-100;180-100;1406;053-013;670;105-050;657;943
X7-183-038-1463737570;183-038;143-013;728;135-050;686;183-038;684;777
B102-143-038-1463737660;143-038;180-050;740;143-038;733;135-075;682;604
B101-158-038-1463737960;158-038;158-038;792;143-038;695;150-025;660;524
X23-075-075-1463734910;075-075;060-050;727;053-013;721;090-100;718;456
X6-015-025-1463736990;015-025;030-000;1316;090-100;667;053-013;666;814
X1-165-025-1463733970;165-025;143-013;712;165-025;684;165-050;677;804
MB508-030-050-1463733880;030-050;030-050;781;053-013;703;038-038;695;683
X21-135-075-1463734020;135-075;135-075;773;143-038;728;180-050;690;637
X21-135-075-1463734770;135-075;120-100;704;135-075;687;135-025;665;551
B108-053-013-1463736940;053-013;053-013;735;105-050;711;090-025;699;480
B14-000-100-1463734010;000-100;000-100;1371;038-038;666;105-050;665;948
X20-165-050-1463738120;165-050;143-013;729;135-025;675;165-050;666;666
B14-000-100-1463736720;000-100;000-100;1337;105-050;673;053-013;666;1046
X6-030-025-1463738120;030-025;038-038;696;015-025;672;015-050;662;551
X5-045-025-1463734160;045-025;015-050;809;015-025;714;038-038;694;554
B108-053-013-1463736390;053-013;053-013;749;090-100;709;075-075;699;598
X3-120-025-1463737860;120-025;135-025;710;143-013;707;120-025;692;620
B109-038-038-1463737450;038-038;030-050;781;053-013;729;090-025;667;593
MB17-090-050-1463734390;090-050;090-050;742;053-013;708;105-050;698;508
X25-015-075-1463734960;015-075;015-075;1189;000-050;687;053-013;655;744
B103-180-050-1463733880;180-050;180-050;804;143-038;712;113-038;671;544
X20-165-075-1463734180;165-075;165-075;1665;143-038;678;053-013;668;899
X23-075-075-1463734130;075-075;090-100;785;053-013;723;075-075;703;538
B107-150-100-1463735000;150-100;120-100;777;150-100;733;180-050;645;499
B105-060-050-1463734130;060-050;053-013;707;083-013;675;105-050;673;594
B102-030-000-1463733870;030-000;030-000;1582;053-013;668;090-100;666;845
B104-120-050-1463734150;120-050;135-025;707;143-013;701;120-050;694;620
B104-113-038-1463737860;113-038;113-038;727;053-013;687;090-100;678;652
X7-183-038-1463737760;183-038;143-038;691;128-038;689;143-013;680;816
B103-180-050-1463734300;180-050;143-013;717;165-025;688;143-038;676;672
B17-060-000-1463734720;060-000;060-000;788;053-013;689;038-038;688;753
B106-083-038-1463737850;083-038;053-013;725;090-100;720;045-000;675;692
MB17-090-050-1463737140;090-050;083-013;699;120-100;689;053-013;679;563
B16-120-000-1463735040;120-000;120-000;1310;143-013;688;053-013;675;912
MB508-030-050-1463734980;030-050;030-050;1137;015-050;721;038-038;682;682
B108-053-013-1463736600;053-013;075-075;723;053-013;713;090-100;705;567
X1-165-025-1463736790;165-025;173-038;858;143-013;693;165-050;684;916
B17-060-000-1463734910;060-000;060-000;1053;053-013;694;083-013;672;820
B102-143-013-1463736970;143-013;143-013;738;053-013;680;120-025;659;816
X1-165-025-1463737070;165-025;173-013;742;165-025;727;165-050;678;712
B104-113-038-1463737950;113-038;113-038;696;105-025;694;053-013;691;506
MB276-150-050-1463737910;150-050;150-050;1418;053-013;692;150-000;672;919
B100-173-038-1463737800;173-038;173-038;824;165-025;689;150-050;682;944
B14-000-100-1463736940;000-100;000-100;1339;105-050;677;053-013;669;1073
X25-015-075-1463734970;015-075;015-075;795;045-075;717;015-050;667;682
B100-150-000-1463734210;150-000;150-000;1599;165-000;707;173-038;681;1182
X5-045-025-1463734760;045-025;015-050;727;053-013;673;045-025;672;621
X6-030-025-1463738100;030-025;015-050;715;015-025;702;038-038;695;527
B106-000-050-1463734950;000-050;000-050;957;015-050;753;038-038;638;604
X24-045-075-1463734580;045-075;090-100;773;053-013;717;075-075;705;628
B17-060-000-1463734170;060-000;060-000;1149;053-013;702;038-038;693;752
X21-135-050-1463738020;135-050;165-025;714;143-013;711;165-050;694;808
B105-060-050-1463734040;060-050;053-013;691;105-050;689;060-050;661;376
B106-000-050-1463734340;000-050;000-050;1257;015-050;748;038-038;642;632
B101-158-013-1463737100;158-013;143-013;708;135-025;699;150-025;683;571
X6-015-025-1463736440;015-025;038-038;682;045-025;681;015-025;678;618
B16-120-000-1463738160;120-000;120-000;1077;090-000;711;173-038;689;999
X22-105-050-1463737840;105-050;053-013;745;105-050;721;075-025;714;422
B17-060-000-1463733900;060-000;060-000;1149;053-013;702;038-038;693;752
MB291-180-100-1463733790;180-100;180-100;1388;053-013;682;105-050;663;1018
X5-045-025-1463736650;045-025;090-100;711;083-013;710;045-000;685;721
X20-165-075-1463734620;165-075;165-075;795;150-100;709;090-100;692;697
X2-135-025-1463734930;135-025;150-025;726;135-025;709;143-013;699;508
X23-075-050-1463737680;075-050;105-050;702;053-013;702;075-050;688;428
B11-180-000-1463738060;180-000;180-000;1398;120-000;692;053-013;684;1383
B16-120-000-1463736690;120-000;120-000;757;143-013;727;165-050;669;808
MB315-120-100-1463736650;120-100;120-100;813;113-038;668;135-025;665;477
X24-045-000-1463736370;045-000;053-013;751;030-050;696;045-000;673;589
MB17-090-050-1463734570;090-050;090-050;774;053-013;692;105-050;691;481
X25-015-050-1463737570;015-050;015-050;715;015-025;702;038-038;695;527
X3-120-025-1463737620;120-025;053-013;714;143-013;694;120-025;685;592
B109-030-100-1463733890;030-100;030-100;1003;053-013;701;090-100;680;368
B109-030-100-1463734740;030-100;030-100;1188;053-013;675;090-025;665;295
X4-075-025-1463737100;075-025;053-013;716;105-050;681;098-038;678;563
B101-158-013-1463736780;158-013;143-013;707;143-038;702;135-075;681;740
X4-075-025-1463733990;075-025;105-050;731;075-025;721;053-013;698;424
X6-015-025-1463736630;015-025;038-038;712;053-013;680;045-025;674;650
MB276-150-050-1463737450;150-050;150-050;1333;173-038;702;135-075;690;881
X25-015-075-1463735040;015-075;000-050;840;015-075;753;015-050;694;732
B105-098-038-1463737440;098-038;053-013;733;045-000;672;045-025;668;657
B102-030-000-1463734270;030-000;030-000;1090;015-050;666;053-013;657;874
X1-165-025-1463736370;165-025;165-025;777;173-038;752;143-038;663;631
X8-023-038-1463737930;023-038;030-000;1046;023-038;764;053-013;686;771
X25-015-000-1463736980;015-000;015-000;1113;090-100;673;053-013;665;741
X3-120-025-1463737440;120-025;135-025;735;120-100;730;105-025;694;531
X1-165-025-1463736420;165-025;158-038;726;165-025;726;165-050;674;574
MB315-120-100-1463734790;120-100;120-100;813;113-038;668;135-025;665;477
B101-158-013-1463736430;158-013;143-013;695;053-013;679;128-038;674;782
X20-165-075-1463734560;165-075;150-050;760;135-075;705;053-013;688;843
B102-030-000-1463734590;030-000;030-000;1361;015-050;673;023-013;659;850
X2-135-025-1463734870;135-025;143-013;725;135-025;691;135-050;676;644
B16-120-000-1463734300;120-000;120-000;1310;143-013;688;053-013;675;912
MB508-030-050-1463737000;030-050;030-050;775;053-013;726;068-038;704;688
X23-075-050-1463738010;075-050;090-025;709;060-050;706;105-050;700;404
B102-143-038-1463738130;143-038;143-038;712;135-075;692;128-038;682;710
MB276-150-050-1463736750;150-050;150-050;1366;173-038;686;053-013;686;922
X6-015-025-1463734520;015-025;015-025;867;015-050;687;053-013;684;408
X5-045-025-1463736790;045-025;038-038;714;053-013;693;023-038;680;648
MB508-030-050-1463736880;030-050;030-050;1080;015-050;689;053-013;682;718
B101-090-000-1463734350;090-000;090-000;1223;068-038;710;173-038;690;1046
B104-120-050-1463734920;120-050;053-013;709;105-025;688;083-013;686;593
B11-180-000-1463734460;180-000;180-000;1425;053-013;682;090-100;675;1330
X22-105-000-1463736700;105-000;143-013;723;053-013;696;105-000;694;620
B14-000-100-1463734920;000-100;000-100;1366;105-050;668;053-013;663;996
X25-015-000-1463736430;015-000;015-000;1119;038-038;677;053-013;663;740
X23-075-050-1463737950;075-050;053-013;717;075-025;707;090-025;705;454
X2-150-025-1463738170;150-025;135-025;748;150-025;745;143-013;673;483
B107-068-038-1463738180;068-038;090-000;894;030-050;868;068-038;819;894
B107-150-100-1463735100;150-100;150-100;737;143-038;735;180-050;703;561
MB276-150-050-1463734220;150-050;150-050;1315;173-038;768;053-013;683;958
X2-135-025-1463736800;135-025;105-050;688;135-025;688;053-013;686;505
X20-165-075-1463734610;165-075;165-075;1147;143-038;686;113-038;663;837
X6-015-025-1463736970;015-025;015-050;736;023-013;709;038-038;666;676
X7-183-013-1463736580;183-013;165-025;731;143-013;704;180-025;684;632
MB291-180-100-1463737930;180-100;180-100;1426;053-013;682;023-038;664;967
X2-135-025-1463734200;135-025;135-025;729;143-013;711;128-013;681;585
X6-030-025-1463737910;030-025;030-000;814;030-100;708;015-050;683;555
X23-075-050-1463737580;075-050;090-025;716;053-013;710;105-050;705;429
B16-120-000-1463736370;120-000;120-000;1191;143-013;703;180-025;669;803
B103-128-013-1463736840;128-013;135-025;718;113-038;699;120-100;692;560
X1-180-025-1463737910;180-025;143-013;706;180-050;694;113-038;681;610
X6-015-025-1463734380;015-025;015-025;969;038-038;674;015-050;674;426
B107-068-013-1463736780;068-013;053-013;735;090-100;721;060-050;681;567
MB315-120-100-1463738030;120-100;120-100;813;113-038;668;135-025;665;477
X1-165-025-1463734920;165-025;143-013;742;180-025;674;135-050;668;672
X20-165-000-1463736610;165-000;165-000;830;143-013;653;173-013;645;980
B14-000-100-1463737670;000-100;000-100;1367;105-050;672;038-038;669;1022
X21-135-075-1463733900;135-075;135-075;731;143-013;683;143-038;682;833
X25-015-050-1463737720;015-050;038-038;726;015-025;693;015-050;687;616
MB315-120-100-1463736620;120-100;120-100;813;113-038;668;135-025;665;477
X8-023-038-1463738100;023-038;023-038;771;038-038;716;053-013;693;675
X6-015-025-1463736960;015-025;038-038;686;015-025;672;060-050;659;524
MB315-120-100-1463734970;120-100;120-100;779;105-025;651;113-038;648;423
B11-180-000-1463736550;180-000;180-000;1410;120-000;721;143-013;679;1328
X20-165-000-1463736440;165-000;150-000;1180;165-000;792;135-075;679;1052
B11-180-000-1463734100;180-000;180-000;1425;053-013;682;090-100;675;1330
MB291-180-100-1463737590;180-100;180-100;1442;023-038;668;053-013;664;859
X6-030-025-1463737610;030-025;015-025;770;038-038;717;015-050;710;440
X2-135-025-1463734580;135-025;135-025;710;143-013;694;113-038;692;588
B108-053-013-1463736570;053-013;053-013;720;075-025;708;105-050;707;402
B105-098-038-1463737660;098-038;053-013;730;068-038;671;098-038;668;621
B11-180-000-1463734410;180-000;180-000;1387;053-013;686;090-100;674;1414
B14-000-100-1463737000;000-100;000-100;1341;105-050;671;038-038;664;997
X25-015-000-1463736790;015-000;015-000;1053;030-000;834;053-013;653;774
X4-075-025-1463734050;075-025;053-013;715;075-050;687;090-025;686;451
X23-075-000-1463736990;075-000;068-038;758;053-013;743;075-000;667;655
B102-143-038-1463737830;143-038;135-075;756;143-038;727;143-013;699;765
X2-135-025-1463734370;135-025;135-025;710;143-013;694;113-038;692;588
X4-075-025-1463736440;075-025;053-013;722;105-025;709;143-013;687;656
X21-135-000-1463736790;135-000;120-000;1046;135-000;932;143-013;679;854
MB17-090-050-1463734460;090-050;090-050;738;053-013;692;105-050;680;508
X5-090-025-1463737890;090-025;053-013;706;038-038;704;045-050;670;562
MB315-120-100-1463734310;120-100;120-100;860;090-100;669;105-050;647;451
B16-120-000-1463737610;120-000;120-000;1148;143-013;690;053-013;668;833
X20-165-050-1463738100;165-050;143-013;699;165-050;694;165-025;689;799
X3-105-025-1463734810;105-025;053-013;709;105-025;688;083-013;686;593
MB291-180-100-1463734650;180-100;180-100;1381;053-013;680;105-050;669;1018
X7-183-038-1463737470;183-038;173-038;758;165-025;731;143-038;704;836
X25-015-000-1463736560;015-000;015-000;1025;030-000;854;023-038;742;818
X6-015-025-1463736550;015-025;038-038;703;015-025;687;015-050;678;617
B100-150-000-1463734000;150-000;150-000;1510;165-000;707;173-038;669;1189
X4-090-025-1463737710;090-025;105-050;709;053-013;693;090-025;692;402
X20-165-075-1463734250;165-075;165-075;1835;053-013;673;113-038;667;796
B100-173-013-1463736780;173-013;165-025;728;165-050;687;173-013;686;722
X8-023-038-1463737540;023-038;030-050;714;015-050;688;038-038;686;746
X20-165-000-1463736910;165-000;165-000;888;173-013;698;165-025;660;871
X21-135-075-1463735090;135-075;135-075;742;143-038;720;180-050;694;658
X4-075-025-1463734410;075-025;075-025;809;105-050;714;053-013;695;369
B13-000-000-1463736780;000-000;000-000;1418;180-025;665;053-013;662;1371
B17-060-000-1463736680;060-000;060-000;1103;023-038;698;053-013;696;783
X23-075-050-1463737860;075-050;090-025;716;053-013;710;105-050;705;429
B13-000-000-1463737140;000-000;000-000;1349;030-000;967;015-075;794;1538
MB291-180-100-1463736670;180-100;180-100;1446;053-013;666;143-038;662;961
X23-075-000-1463736850;075-000;053-013;758;090-100;682;075-075;677;628
B104-113-013-1463736760;113-013;143-013;730;135-025;693;120-025;677;647
X24-045-050-1463737730;045-050;053-013;713;038-038;691;105-050;685;563
X1-165-025-1463734840;165-025;143-013;704;165-025;688;180-025;688;726
X8-023-038-1463737830;023-038;030-000;1111;023-038;824;060-000;726;814
X3-120-025-1463738000;120-025;135-025;707;143-013;701;120-050;694;620
B101-158-038-1463737840;158-038;158-038;752;150-025;687;165-050;673;592
MB276-150-050-1463737540;150-050;150-050;1319;053-013;704;135-075;698;850
MB508-030-050-1463737460;030-050;053-013;738;030-050;732;015-050;689;560
B101-090-000-1463734200;090-000;090-000;1423;060-000;892;068-038;748;968
MB508-030-050-1463737650;030-050;030-050;816;053-013;721;015-050;680;653
X24-045-075-1463734560;045-075;030-050;979;045-075;845;030-000;697;792
X4-090-025-1463737930;090-025;075-025;771;053-013;735;105-050;697;450
B11-180-000-1463737850;180-000;180-000;1437;143-013;680;053-013;672;1276
MB276-150-050-1463735000;150-050;150-050;1366;173-038;686;053-013;686;922
X24-045-000-1463736890;045-000;053-013;717;038-038;703;068-038;699;686
B108-053-038-1463737970;053-038;053-013;704;105-050;686;083-013;679;560
B106-000-050-1463733920;000-050;000-050;1059;015-050;692;015-075;673;794
X6-015-025-1463736560;015-025;030-050;752;015-050;719;038-038;698;709
B102-143-013-1463736390;143-013;143-013;730;128-013;678;120-025;677;680
MB315-120-100-1463737870;120-100;120-100;917;135-025;666;090-100;654;423
B102-030-000-1463734190;030-000;030-000;1275;030-050;844;000-050;696;919
B102-143-038-1463738050;143-038;165-025;749;173-038;721;135-075;706;788
B11-180-000-1463738180;180-000;180-000;1313;120-000;709;053-013;684;1350
X21-135-050-1463737620;135-050;143-013;724;135-050;678;053-013;676;781
B13-000-000-1463734490;000-000;000-000;1397;053-013;656;105-050;651;1290
B106-000-050-1463733960;000-050;015-050;814;000-050;698;015-025;687;576
B106-083-038-1463737660;083-038;053-013;727;090-100;682;083-013;682;690
X8-023-038-1463737770;023-038;060-000;791;023-038;731;053-013;696;747
B11-180-000-1463736380;180-000;180-000;1398;143-013;672;053-013;670;1326
B13-000-000-1463737880;000-000;000-000;1431;053-013;658;180-025;655;1322
B107-068-013-1463736420;068-013;038-038;707;105-050;696;053-013;696;472
X25-015-075-1463734620;015-075;015-075;1393;045-075;770;090-100;676;888
X21-135-075-1463734690;135-075;150-100;776;135-075;701;143-038;666;636
X8-023-013-1463736660;023-013;015-050;743;023-013;719;038-038;647;708
X5-090-025-1463738020;090-025;053-013;746;068-038;696;038-038;675;596
B101-158-013-1463736820;158-013;165-025;740;143-038;692;143-013;690;803
X1-165-025-1463736430;165-025;165-025;725;143-013;695;165-050;690;762
B101-158-013-1463736800;158-013;158-038;742;143-038;681;135-025;676;593
B101-090-000-1463734140;090-000;090-000;1799;060-000;738;143-013;692;1172
X2-135-025-1463733900;135-025;113-038;694;143-013;691;180-050;683;616
X4-075-025-1463734870;075-025;105-050;720;075-025;686;053-013;675;378
B105-060-050-1463734650;060-050;038-038;697;053-013;675;060-050;674;530
X25-015-075-1463734740;015-075;000-050;1132;015-050;689;015-075;688;704
X20-165-050-1463737440;165-050;165-025;738;143-013;704;165-050;687;732
X24-045-050-1463738180;045-050;090-025;709;060-050;706;105-050;700;404
MB508-030-050-1463734460;030-050;030-050;1032;053-013;702;068-038;662;752
B105-098-038-1463737710;098-038;053-013;699;143-013;695;105-025;694;622
X22-105-000-1463737060;105-000;090-050;703;053-013;700;105-025;682;536
B103-180-050-1463734420;180-050;135-075;753;143-038;744;180-050;686;667
B101-090-000-1463733970;090-000;090-000;1532;068-038;729;143-013;686;1007
B13-000-000-1463734560;000-000;000-000;1410;030-000;693;053-013;666;1377
X20-165-050-1463737940;165-050;165-050;693;053-013;682;173-038;681;919
MB508-030-050-1463738150;030-050;015-050;730;053-013;695;045-025;682;591
X8-023-013-1463737010;023-013;015-050;712;023-013;696;038-038;675;711
B100-150-000-1463733780;150-000;150-000;1479;165-000;690;173-038;666;1223
X20-165-075-1463733950;165-075;143-038;706;165-075;700;135-075;696;722
B107-150-100-1463734930;150-100;150-100;801;120-100;742;143-038;665;523
X25-015-000-1463736640;015-000;030-000;915;015-050;678;053-013;669;798
MB508-030-050-1463733780;030-050;030-050;811;015-050;732;053-013;716;588
B102-143-038-1463738150;143-038;143-038;744;135-075;715;150-100;701;703
X24-045-075-1463734710;045-075;045-075;876;083-013;699;045-000;690;755
B108-053-013-1463736910;053-013;053-013;739;075-025;682;090-025;679;535
B100-150-000-1463734290;150-000;150-000;1565;150-050;982;120-000;699;1377
X3-105-025-1463733900;105-025;135-025;713;143-013;696;120-025;693;591
MB508-030-050-1463735080;030-050;030-050;1129;053-013;699;015-050;675;687
X20-165-075-1463734910;165-075;165-075;1192;150-050;686;143-038;685;796
B11-180-000-1463734600;180-000;180-000;1398;120-000;692;053-013;684;1383
B105-060-050-1463734710;060-050;053-013;707;090-025;693;060-050;687;376
B104-113-038-1463737620;113-038;150-100;753;120-100;695;090-100;681;558
X4-075-025-1463733790;075-025;105-050;699;090-025;691;053-013;679;354
X24-045-075-1463734090;045-075;045-075;751;053-013;697;090-100;689;690
X22-105-050-1463738130;105-050;105-050;712;075-025;694;053-013;683;379
MB276-150-050-1463738160;150-050;150-050;1355;135-075;713;053-013;676;846
X4-075-025-1463733860;075-025;075-025;745;053-013;727;105-050;707;426
B109-038-038-1463738000;038-038;038-038;715;053-013;707;045-025;681;622
X20-165-075-1463734140;165-075;165-075;1824;053-013;669;113-038;668;756
X6-030-025-1463738060;030-025;038-038;699;053-013;679;015-025;664;645
B107-068-038-1463737860;068-038;068-038;890;053-013;725;038-038;661;684
MB315-120-100-1463735080;120-100;120-100;813;113-038;668;135-025;665;477
B14-000-100-1463734110;000-100;000-100;1372;038-038;673;105-050;670;973
B14-000-100-1463734800;000-100;000-100;1367;105-050;672;038-038;669;1022
B16-120-000-1463734880;120-000;120-000;1135;143-013;698;053-013;687;843
B101-158-013-1463736970;158-013;135-025;730;143-013;691;150-025;682;518
X23-075-075-1463734090;075-075;053-013;730;060-050;699;090-100;686;508
B11-180-000-1463734010;180-000;180-000;1434;143-013;685;053-013;666;1254
B109-030-100-1463734450;030-100;030-100;836;053-013;682;090-100;653;425
X2-135-025-1463736860;135-025;135-025;817;105-025;675;120-025;654;459
B104-113-038-1463737510;113-038;113-038;734;053-013;702;090-100;698;622
X21-135-000-1463737090;135-000;135-000;903;143-013;683;180-025;670;854
X8-023-013-1463736430;023-013;023-013;693;015-050;688;045-025;670;747
B14-000-100-1463737060;000-100;000-100;1367;105-050;672;038-038;669;1022
MB276-150-050-1463736600;150-050;150-050;1411;053-013;687;173-038;668;956
X5-045-025-1463736930;045-025;053-013;730;068-038;671;098-038;668;621
X25-015-000-1463737110;015-000;015-000;894;030-000;696;038-038;695;712
B107-150-100-1463734960;150-100;150-100;806;135-075;746;090-100;701;612
X7-183-038-1463738140;183-038;143-013;711;135-050;693;143-038;683;746
X1-180-025-1463737570;180-025;165-025;716;180-050;712;143-013;694;567
B107-068-038-1463737760;068-038;068-038;819;053-013;697;038-038;692;746
X25-015-050-1463737820;015-050;053-013;728;090-025;692;045-050;688;535
B103-128-013-1463736530;128-013;053-013;704;105-000;696;143-013;695;589
X20-165-050-1463737710;165-050;143-013;709;158-013;684;165-050;670;663
X24-045-075-1463734850;045-075;045-075;951;090-100;715;053-013;705;691
B102-143-013-1463737070;143-013;143-013;716;128-013;669;150-025;667;667
B106-083-013-1463736570;083-013;098-013;712;083-013;710;105-050;695;496
B102-030-000-1463734410;030-000;030-000;1129;015-050;674;023-013;662;843
X20-165-000-1463736830;165-000;165-000;906;150-000;745;173-013;669;912
B109-030-100-1463734870;030-100;030-100;1004;053-013;654;090-100;651;392
B100-150-000-1463733900;150-000;150-000;1587;150-050;983;173-038;693;1282
X1-180-025-1463738090;180-025;165-025;724;180-025;680;183-013;667;512
X5-045-025-1463736390;045-025;053-013;710;083-013;695;045-000;683;756
B105-060-050-1463733930;060-050;053-013;724;090-025;700;045-050;697;479
B103-180-050-1463734490;180-050;180-050;761;143-038;746;150-100;690;569
B100-173-013-1463737090;173-013;173-013;726;165-025;725;165-050;678;710
B106-000-050-1463734160;000-050;000-050;899;015-050;729;015-075;699;666
MB276-150-050-1463737470;150-050;150-050;1382;173-038;683;143-013;680;914
X6-030-025-1463738200;030-025;038-038;711;015-025;706;030-025;695;464
X5-045-025-1463733860;045-025;045-025;699;053-013;699;045-000;679;657
MB291-180-100-1463737600;180-100;180-100;1469;053-013;673;023-038;662;918
B107-150-100-1463734050;150-100;180-050;710;120-100;707;143-038;649;466
X5-045-025-1463733840;045-025;053-013;701;030-100;694;075-075;693;533
X3-120-025-1463738200;120-025;135-025;713;143-013;696;120-025;693;591
X1-165-025-1463736470;165-025;165-025;725;143-013;695;165-050;690;762
X21-135-050-1463737810;135-050;143-013;711;135-050;693;143-038;683;746
B100-173-038-1463737550;173-038;173-038;751;135-075;743;143-013;703;835
B109-038-038-1463737590;038-038;038-038;739;105-050;679;053-013;675;584
B105-098-038-1463737650;098-038;105-025;699;083-013;698;053-013;696;623
X23-075-050-1463737500;075-050;105-050;690;053-013;680;105-025;652;429
B108-090-100-1463734110;090-100;090-100;761;053-013;727;105-025;700;628
X3-105-025-1463735010;105-025;090-100;729;105-025;711;053-013;693;566
X23-075-075-1463733980;075-075;075-075;740;090-100;715;030-100;696;594
X6-030-025-1463737990;030-025;015-025;791;038-038;727;015-050;720;522
B106-000-050-1463734990;000-050;000-050;1076;015-075;1042;015-050;653;771
B14-000-100-1463736800;000-100;000-100;1371;038-038;666;105-050;665;948
X6-015-025-1463736790;015-025;015-025;751;015-050;741;038-038;706;576
B102-143-013-1463737010;143-013;143-013;721;165-050;686;165-025;682;733
X25-015-050-1463737670;015-050;015-025;973;150-050;685;038-038;663;372
B107-068-013-1463736810;068-013;053-013;727;105-050;694;090-025;689;508
X6-030-025-1463737870;030-025;015-050;715;015-025;700;030-025;691;577
B13-000-000-1463737850;000-000;000-000;1430;015-050;659;053-013;658;1268
B107-068-038-1463737870;068-038;068-038;914;053-013;715;143-013;662;786
X25-015-075-1463733850;015-075;015-075;1222;000-050;975;090-000;771;878
B101-090-000-1463734280;090-000;090-000;1706;060-000;856;068-038;725;1009
B107-150-100-1463734870;150-100;150-100;759;120-100;703;143-038;672;552
X21-135-075-1463734370;135-075;143-038;716;135-075;713;143-013;689;810
X20-165-000-1463736630;165-000;165-000;817;113-038;657;165-025;654;825
B14-000-100-1463734150;000-100;000-100;1371;038-038;666;105-050;665;948
X3-120-025-1463737850;120-025;120-100;749;105-025;682;090-100;680;479
B11-180-000-1463737110;180-000;180-000;1387;053-013;681;090-100;668;1381
X20-165-000-1463736360;165-000;165-000;860;150-000;845;143-038;664;967
X22-105-075-1463734330;105-075;143-013;706;135-050;685;120-050;681;750
X8-023-013-1463736860;023-013;015-050;712;023-013;696;038-038;675;711
B106-000-050-1463734120;000-050;000-050;1069;015-050;708;038-038;653;551
B14-000-100-1463736670;000-100;000-100;1366;105-050;668;053-013;663;996
B106-000-050-1463735010;000-050;000-050;906;015-050;672;015-075;662;638
B109-038-038-1463737470;038-038;038-038;727;053-013;688;105-050;682;558
X21-135-075-1463734880;135-075;135-075;832;143-038;684;143-013;645;700
B100-150-000-1463735010;150-000;150-000;1543;165-000;707;173-038;693;1180
MB17-090-050-1463734320;090-050;090-050;742;053-013;708;105-050;698;508
X24-045-075-1463733920;045-075;045-075;751;053-013;697;090-100;689;690
B101-090-000-1463734730;090-000;090-000;1641;030-050;714;143-013;691;1090
X22-105-000-1463736810;105-000;135-025;711;105-000;699;120-025;690;588
X7-183-038-1463738070;183-038;165-050;704;143-013;696;173-038;695;878
